combo,disc,mod,ev1,ev2,mgap,pin,pout
degree-eigenvector,6673,0.252800262688766,176.70367392565447,59.30472895845349,0.7885835095137421,0.4,0.11975510204081632
betweenness-closeness,15502,0.252800262688766,176.70367392565447,59.30472895845349,0.7885835095137421,0.4,0.11975510204081632
betweenness-eigenvector,30334,0.252800262688766,176.70367392565447,59.30472895845349,0.7885835095137421,0.4,0.11975510204081632
closeness-eigenvector,6673,0.252800262688766,176.70367392565447,59.30472895845349,0.7885835095137421,0.4,0.11975510204081632
degree-betweenness,16052,0.2543565282105873,176.4927770769326,59.178724199810965,0.7889322575873096,0.4,0.11975510204081632
degree-closeness,0,0.2543565282105873,176.4927770769326,59.178724199810965,0.7889322575873096,0.4,0.11975510204081632
degree-eigenvector,6689,0.2543565282105873,176.4927770769326,59.178724199810965,0.7889322575873096,0.4,0.11975510204081632
betweenness-closeness,16052,0.2543565282105873,176.4927770769326,59.178724199810965,0.7889322575873096,0.4,0.11975510204081632
betweenness-eigenvector,30967,0.2543565282105873,176.4927770769326,59.178724199810965,0.7889322575873096,0.4,0.11975510204081632
closeness-eigenvector,6689,0.2543565282105873,176.4927770769326,59.178724199810965,0.7889322575873096,0.4,0.11975510204081632
degree-betweenness,15805,0.2548769428352188,175.97885822841235,59.359757782867156,0.7885780805971171,0.4,0.11975510204081632
degree-closeness,0,0.2548769428352188,175.97885822841235,59.359757782867156,0.7885780805971171,0.4,0.11975510204081632
degree-eigenvector,6119,0.2548769428352188,175.97885822841235,59.359757782867156,0.7885780805971171,0.4,0.11975510204081632
betweenness-closeness,15805,0.2548769428352188,175.97885822841235,59.359757782867156,0.7885780805971171,0.4,0.11975510204081632
betweenness-eigenvector,30056,0.2548769428352188,175.97885822841235,59.359757782867156,0.7885780805971171,0.4,0.11975510204081632
closeness-eigenvector,6119,0.2548769428352188,175.97885822841235,59.359757782867156,0.7885780805971171,0.4,0.11975510204081632
degree-betweenness,16051,0.2518002600964007,175.6585351911535,58.33683492324805,0.7903214743003475,0.4,0.11975510204081632
degree-closeness,0,0.2518002600964007,175.6585351911535,58.33683492324805,0.7903214743003475,0.4,0.11975510204081632
degree-eigenvector,8073,0.2518002600964007,175.6585351911535,58.33683492324805,0.7903214743003475,0.4,0.11975510204081632
betweenness-closeness,16051,0.2518002600964007,175.6585351911535,58.33683492324805,0.7903214743003475,0.4,0.11975510204081632
betweenness-eigenvector,32704,0.2518002600964007,175.6585351911535,58.33683492324805,0.7903214743003475,0.4,0.11975510204081632
closeness-eigenvector,8073,0.2518002600964007,175.6585351911535,58.33683492324805,0.7903214743003475,0.4,0.11975510204081632
degree-betweenness,15062,0.2537244369281053,176.10815171983876,59.169528634856235,0.7879520821448944,0.4,0.11975510204081632
degree-closeness,0,0.2537244369281053,176.10815171983876,59.169528634856235,0.7879520821448944,0.4,0.11975510204081632
degree-eigenvector,5498,0.2537244369281053,176.10815171983876,59.169528634856235,0.7879520821448944,0.4,0.11975510204081632
betweenness-closeness,15062,0.2537244369281053,176.10815171983876,59.169528634856235,0.7879520821448944,0.4,0.11975510204081632
betweenness-eigenvector,28372,0.2537244369281053,176.10815171983876,59.169528634856235,0.7879520821448944,0.4,0.11975510204081632
closeness-eigenvector,5498,0.2537244369281053,176.10815171983876,59.169528634856235,0.7879520821448944,0.4,0.11975510204081632
degree-betweenness,15601,0.25400032006483386,177.05811595514868,59.06678075827271,0.785492968936204,0.4,0.11975510204081632
degree-closeness,0,0.25400032006483386,177.05811595514868,59.06678075827271,0.785492968936204,0.4,0.11975510204081632
degree-eigenvector,6154,0.25400032006483386,177.05811595514868,59.06678075827271,0.785492968936204,0.4,0.11975510204081632
betweenness-closeness,15601,0.25400032006483386,177.05811595514868,59.06678075827271,0.785492968936204,0.4,0.11975510204081632
betweenness-eigenvector,29319,0.25400032006483386,177.05811595514868,59.06678075827271,0.785492968936204,0.4,0.11975510204081632
closeness-eigenvector,6154,0.25400032006483386,177.05811595514868,59.06678075827271,0.785492968936204,0.4,0.11975510204081632
degree-betweenness,15600,0.2547344312218494,176.17912658906187,58.87311770668174,0.7874478228142606,0.4,0.11975510204081632
degree-closeness,0,0.2547344312218494,176.17912658906187,58.87311770668174,0.7874478228142606,0.4,0.11975510204081632
degree-eigenvector,7173,0.2547344312218494,176.17912658906187,58.87311770668174,0.7874478228142606,0.4,0.11975510204081632
betweenness-closeness,15600,0.2547344312218494,176.17912658906187,58.87311770668174,0.7874478228142606,0.4,0.11975510204081632
betweenness-eigenvector,30702,0.2547344312218494,176.17912658906187,58.87311770668174,0.7874478228142606,0.4,0.11975510204081632
closeness-eigenvector,7173,0.2547344312218494,176.17912658906187,58.87311770668174,0.7874478228142606,0.4,0.11975510204081632
degree-betweenness,16497,0.2550946703705591,175.41431348511384,59.68636066391523,0.7906305811237807,0.4,0.11975510204081632
degree-closeness,0,0.2550946703705591,175.41431348511384,59.68636066391523,0.7906305811237807,0.4,0.11975510204081632
degree-eigenvector,5423,0.2550946703705591,175.41431348511384,59.68636066391523,0.7906305811237807,0.4,0.11975510204081632
betweenness-closeness,16497,0.2550946703705591,175.41431348511384,59.68636066391523,0.7906305811237807,0.4,0.11975510204081632
betweenness-eigenvector,29999,0.2550946703705591,175.41431348511384,59.68636066391523,0.7906305811237807,0.4,0.11975510204081632
closeness-eigenvector,5423,0.2550946703705591,175.41431348511384,59.68636066391523,0.7906305811237807,0.4,0.11975510204081632
degree-betweenness,14099,0.2378402899085473,182.22998010835312,57.494059442412315,0.7828094692294127,0.4,0.12742857142857142
degree-closeness,0,0.2378402899085473,182.22998010835312,57.494059442412315,0.7828094692294127,0.4,0.12742857142857142
degree-eigenvector,5481,0.2378402899085473,182.22998010835312,57.494059442412315,0.7828094692294127,0.4,0.12742857142857142
betweenness-closeness,14099,0.2378402899085473,182.22998010835312,57.494059442412315,0.7828094692294127,0.4,0.12742857142857142
betweenness-eigenvector,28115,0.2378402899085473,182.22998010835312,57.494059442412315,0.7828094692294127,0.4,0.12742857142857142
closeness-eigenvector,5481,0.2378402899085473,182.22998010835312,57.494059442412315,0.7828094692294127,0.4,0.12742857142857142
degree-betweenness,14141,0.23842314469657372,182.8317023155742,57.582902096246144,0.7832862901011521,0.4,0.12742857142857142
degree-closeness,0,0.23842314469657372,182.8317023155742,57.582902096246144,0.7832862901011521,0.4,0.12742857142857142
degree-eigenvector,5431,0.23842314469657372,182.8317023155742,57.582902096246144,0.7832862901011521,0.4,0.12742857142857142
betweenness-closeness,14141,0.23842314469657372,182.8317023155742,57.582902096246144,0.7832862901011521,0.4,0.12742857142857142
betweenness-eigenvector,27955,0.23842314469657372,182.8317023155742,57.582902096246144,0.7832862901011521,0.4,0.12742857142857142
closeness-eigenvector,5431,0.23842314469657372,182.8317023155742,57.582902096246144,0.7832862901011521,0.4,0.12742857142857142
degree-betweenness,13231,0.23752278501479715,182.41895372809418,57.23301919625895,0.7820418231271542,0.4,0.12742857142857142
degree-closeness,0,0.23752278501479715,182.41895372809418,57.23301919625895,0.7820418231271542,0.4,0.12742857142857142
degree-eigenvector,5278,0.23752278501479715,182.41895372809418,57.23301919625895,0.7820418231271542,0.4,0.12742857142857142
betweenness-closeness,13231,0.23752278501479715,182.41895372809418,57.23301919625895,0.7820418231271542,0.4,0.12742857142857142
betweenness-eigenvector,26735,0.23752278501479715,182.41895372809418,57.23301919625895,0.7820418231271542,0.4,0.12742857142857142
closeness-eigenvector,5278,0.23752278501479715,182.41895372809418,57.23301919625895,0.7820418231271542,0.4,0.12742857142857142
degree-betweenness,14678,0.23877990930551612,182.47192215324492,58.28483712134566,0.7821693907875186,0.4,0.12742857142857142
degree-closeness,0,0.23877990930551612,182.47192215324492,58.28483712134566,0.7821693907875186,0.4,0.12742857142857142
degree-eigenvector,6646,0.23877990930551612,182.47192215324492,58.28483712134566,0.7821693907875186,0.4,0.12742857142857142
betweenness-closeness,14678,0.23877990930551612,182.47192215324492,58.28483712134566,0.7821693907875186,0.4,0.12742857142857142
betweenness-eigenvector,29954,0.23877990930551612,182.47192215324492,58.28483712134566,0.7821693907875186,0.4,0.12742857142857142
closeness-eigenvector,6646,0.23877990930551612,182.47192215324492,58.28483712134566,0.7821693907875186,0.4,0.12742857142857142
degree-betweenness,14514,0.23934214012256844,181.6146914039201,57.39253275170046,0.7832356518854362,0.4,0.12742857142857142
degree-closeness,0,0.23934214012256844,181.6146914039201,57.39253275170046,0.7832356518854362,0.4,0.12742857142857142
degree-eigenvector,5705,0.23934214012256844,181.6146914039201,57.39253275170046,0.7832356518854362,0.4,0.12742857142857142
betweenness-closeness,14514,0.23934214012256844,181.6146914039201,57.39253275170046,0.7832356518854362,0.4,0.12742857142857142
betweenness-eigenvector,28641,0.23934214012256844,181.6146914039201,57.39253275170046,0.7832356518854362,0.4,0.12742857142857142
closeness-eigenvector,5705,0.23934214012256844,181.6146914039201,57.39253275170046,0.7832356518854362,0.4,0.12742857142857142
degree-betweenness,14731,0.21770836136920046,182.2564740860047,57.63088105550669,0.7827198307680443,0.4,0.12742857142857142
degree-closeness,0,0.21770836136920046,182.2564740860047,57.63088105550669,0.7827198307680443,0.4,0.12742857142857142
degree-eigenvector,6864,0.21770836136920046,182.2564740860047,57.63088105550669,0.7827198307680443,0.4,0.12742857142857142
betweenness-closeness,14731,0.21770836136920046,182.2564740860047,57.63088105550669,0.7827198307680443,0.4,0.12742857142857142
betweenness-eigenvector,30057,0.21770836136920046,182.2564740860047,57.63088105550669,0.7827198307680443,0.4,0.12742857142857142
closeness-eigenvector,6864,0.21770836136920046,182.2564740860047,57.63088105550669,0.7827198307680443,0.4,0.12742857142857142
degree-betweenness,14958,0.23827248044465205,183.05595058665216,57.263385672866136,0.7817653189972023,0.4,0.12742857142857142
degree-closeness,0,0.23827248044465205,183.05595058665216,57.263385672866136,0.7817653189972023,0.4,0.12742857142857142
degree-eigenvector,7157,0.23827248044465205,183.05595058665216,57.263385672866136,0.7817653189972023,0.4,0.12742857142857142
betweenness-closeness,14958,0.23827248044465205,183.05595058665216,57.263385672866136,0.7817653189972023,0.4,0.12742857142857142
betweenness-eigenvector,30589,0.23827248044465205,183.05595058665216,57.263385672866136,0.7817653189972023,0.4,0.12742857142857142
closeness-eigenvector,7157,0.23827248044465205,183.05595058665216,57.263385672866136,0.7817653189972023,0.4,0.12742857142857142
degree-betweenness,13989,0.23782588733075052,182.7112112158003,56.955119399886385,0.7817588144108885,0.4,0.12742857142857142
degree-closeness,0,0.23782588733075052,182.7112112158003,56.955119399886385,0.7817588144108885,0.4,0.12742857142857142
degree-eigenvector,6648,0.23782588733075052,182.7112112158003,56.955119399886385,0.7817588144108885,0.4,0.12742857142857142
betweenness-closeness,13989,0.23782588733075052,182.7112112158003,56.955119399886385,0.7817588144108885,0.4,0.12742857142857142
betweenness-eigenvector,28849,0.23782588733075052,182.7112112158003,56.955119399886385,0.7817588144108885,0.4,0.12742857142857142
closeness-eigenvector,6648,0.23782588733075052,182.7112112158003,56.955119399886385,0.7817588144108885,0.4,0.12742857142857142
degree-betweenness,13562,0.23856225072042608,182.23894360898572,56.98097503192649,0.7832224083215797,0.4,0.12742857142857142
degree-closeness,0,0.23856225072042608,182.23894360898572,56.98097503192649,0.7832224083215797,0.4,0.12742857142857142
degree-eigenvector,6378,0.23856225072042608,182.23894360898572,56.98097503192649,0.7832224083215797,0.4,0.12742857142857142
betweenness-closeness,13562,0.23856225072042608,182.23894360898572,56.98097503192649,0.7832224083215797,0.4,0.12742857142857142
betweenness-eigenvector,28376,0.23856225072042608,182.23894360898572,56.98097503192649,0.7832224083215797,0.4,0.12742857142857142
closeness-eigenvector,6378,0.23856225072042608,182.23894360898572,56.98097503192649,0.7832224083215797,0.4,0.12742857142857142
degree-betweenness,14036,0.23669958500819022,182.8026601291648,57.24872450861683,0.7828904731043422,0.4,0.12742857142857142
degree-closeness,0,0.23669958500819022,182.8026601291648,57.24872450861683,0.7828904731043422,0.4,0.12742857142857142
degree-eigenvector,5580,0.23669958500819022,182.8026601291648,57.24872450861683,0.7828904731043422,0.4,0.12742857142857142
betweenness-closeness,14036,0.23669958500819022,182.8026601291648,57.24872450861683,0.7828904731043422,0.4,0.12742857142857142
betweenness-eigenvector,28228,0.23669958500819022,182.8026601291648,57.24872450861683,0.7828904731043422,0.4,0.12742857142857142
closeness-eigenvector,5580,0.23669958500819022,182.8026601291648,57.24872450861683,0.7828904731043422,0.4,0.12742857142857142
degree-betweenness,13473,0.22448620343273046,188.7630694669911,56.64336849501168,0.7765061266167461,0.4,0.1351020408163265
degree-closeness,0,0.22448620343273046,188.7630694669911,56.64336849501168,0.7765061266167461,0.4,0.1351020408163265
degree-eigenvector,5977,0.22448620343273046,188.7630694669911,56.64336849501168,0.7765061266167461,0.4,0.1351020408163265
betweenness-closeness,13473,0.22448620343273046,188.7630694669911,56.64336849501168,0.7765061266167461,0.4,0.1351020408163265
betweenness-eigenvector,28159,0.22448620343273046,188.7630694669911,56.64336849501168,0.7765061266167461,0.4,0.1351020408163265
closeness-eigenvector,5977,0.22448620343273046,188.7630694669911,56.64336849501168,0.7765061266167461,0.4,0.1351020408163265
degree-betweenness,12229,0.22273467207879932,188.85503328984365,55.543662220559455,0.7752525789641603,0.4,0.1351020408163265
degree-closeness,0,0.22273467207879932,188.85503328984365,55.543662220559455,0.7752525789641603,0.4,0.1351020408163265
degree-eigenvector,5799,0.22273467207879932,188.85503328984365,55.543662220559455,0.7752525789641603,0.4,0.1351020408163265
betweenness-closeness,12229,0.22273467207879932,188.85503328984365,55.543662220559455,0.7752525789641603,0.4,0.1351020408163265
betweenness-eigenvector,26693,0.22273467207879932,188.85503328984365,55.543662220559455,0.7752525789641603,0.4,0.1351020408163265
closeness-eigenvector,5799,0.22273467207879932,188.85503328984365,55.543662220559455,0.7752525789641603,0.4,0.1351020408163265
degree-betweenness,13416,0.2237053151853552,188.2816309991002,55.980924816286155,0.7779696795240837,0.4,0.1351020408163265
degree-closeness,0,0.2237053151853552,188.2816309991002,55.980924816286155,0.7779696795240837,0.4,0.1351020408163265
degree-eigenvector,5791,0.2237053151853552,188.2816309991002,55.980924816286155,0.7779696795240837,0.4,0.1351020408163265
betweenness-closeness,13416,0.2237053151853552,188.2816309991002,55.980924816286155,0.7779696795240837,0.4,0.1351020408163265
betweenness-eigenvector,28098,0.2237053151853552,188.2816309991002,55.980924816286155,0.7779696795240837,0.4,0.1351020408163265
closeness-eigenvector,5791,0.2237053151853552,188.2816309991002,55.980924816286155,0.7779696795240837,0.4,0.1351020408163265
degree-betweenness,12668,0.22611433980450266,187.83330910406283,56.152707230168716,0.776511466296039,0.4,0.1351020408163265
degree-closeness,0,0.22611433980450266,187.83330910406283,56.152707230168716,0.776511466296039,0.4,0.1351020408163265
degree-eigenvector,5706,0.22611433980450266,187.83330910406283,56.152707230168716,0.776511466296039,0.4,0.1351020408163265
betweenness-closeness,12668,0.22611433980450266,187.83330910406283,56.152707230168716,0.776511466296039,0.4,0.1351020408163265
betweenness-eigenvector,26612,0.22611433980450266,187.83330910406283,56.152707230168716,0.776511466296039,0.4,0.1351020408163265
closeness-eigenvector,5706,0.22611433980450266,187.83330910406283,56.152707230168716,0.776511466296039,0.4,0.1351020408163265
degree-betweenness,11580,0.22190333034491194,188.81371609421691,55.498241779415316,0.7751496910461889,0.4,0.1351020408163265
degree-closeness,0,0.22190333034491194,188.81371609421691,55.498241779415316,0.7751496910461889,0.4,0.1351020408163265
degree-eigenvector,6080,0.22190333034491194,188.81371609421691,55.498241779415316,0.7751496910461889,0.4,0.1351020408163265
betweenness-closeness,11580,0.22190333034491194,188.81371609421691,55.498241779415316,0.7751496910461889,0.4,0.1351020408163265
betweenness-eigenvector,26046,0.22190333034491194,188.81371609421691,55.498241779415316,0.7751496910461889,0.4,0.1351020408163265
closeness-eigenvector,6080,0.22190333034491194,188.81371609421691,55.498241779415316,0.7751496910461889,0.4,0.1351020408163265
degree-betweenness,12845,0.20145459768051677,189.0818713409974,56.87072248077658,0.7768989021722974,0.4,0.1351020408163265
degree-closeness,0,0.20145459768051677,189.0818713409974,56.87072248077658,0.7768989021722974,0.4,0.1351020408163265
degree-eigenvector,5138,0.20145459768051677,189.0818713409974,56.87072248077658,0.7768989021722974,0.4,0.1351020408163265
betweenness-closeness,12845,0.20145459768051677,189.0818713409974,56.87072248077658,0.7768989021722974,0.4,0.1351020408163265
betweenness-eigenvector,26657,0.20145459768051677,189.0818713409974,56.87072248077658,0.7768989021722974,0.4,0.1351020408163265
closeness-eigenvector,5138,0.20145459768051677,189.0818713409974,56.87072248077658,0.7768989021722974,0.4,0.1351020408163265
degree-betweenness,12510,0.22340638868042254,187.76174746702372,55.98842234408377,0.77642906796428,0.4,0.1351020408163265
degree-closeness,0,0.22340638868042254,187.76174746702372,55.98842234408377,0.77642906796428,0.4,0.1351020408163265
degree-eigenvector,6230,0.22340638868042254,187.76174746702372,55.98842234408377,0.77642906796428,0.4,0.1351020408163265
betweenness-closeness,12510,0.22340638868042254,187.76174746702372,55.98842234408377,0.77642906796428,0.4,0.1351020408163265
betweenness-eigenvector,27323,0.22340638868042254,187.76174746702372,55.98842234408377,0.77642906796428,0.4,0.1351020408163265
closeness-eigenvector,6230,0.22340638868042254,187.76174746702372,55.98842234408377,0.77642906796428,0.4,0.1351020408163265
degree-betweenness,13421,0.2241790847976428,188.44806254006744,56.105469908817824,0.7756959542993562,0.4,0.1351020408163265
degree-closeness,0,0.2241790847976428,188.44806254006744,56.105469908817824,0.7756959542993562,0.4,0.1351020408163265
degree-eigenvector,5215,0.2241790847976428,188.44806254006744,56.105469908817824,0.7756959542993562,0.4,0.1351020408163265
betweenness-closeness,13421,0.2241790847976428,188.44806254006744,56.105469908817824,0.7756959542993562,0.4,0.1351020408163265
betweenness-eigenvector,26960,0.2241790847976428,188.44806254006744,56.105469908817824,0.7756959542993562,0.4,0.1351020408163265
closeness-eigenvector,5215,0.2241790847976428,188.44806254006744,56.105469908817824,0.7756959542993562,0.4,0.1351020408163265
degree-betweenness,13481,0.22576622724518366,187.2927302590489,56.40847703077075,0.776402711050103,0.4,0.1351020408163265
degree-closeness,0,0.22576622724518366,187.2927302590489,56.40847703077075,0.776402711050103,0.4,0.1351020408163265
degree-eigenvector,5209,0.22576622724518366,187.2927302590489,56.40847703077075,0.776402711050103,0.4,0.1351020408163265
betweenness-closeness,13481,0.22576622724518366,187.2927302590489,56.40847703077075,0.776402711050103,0.4,0.1351020408163265
betweenness-eigenvector,27031,0.22576622724518366,187.2927302590489,56.40847703077075,0.776402711050103,0.4,0.1351020408163265
closeness-eigenvector,5209,0.22576622724518366,187.2927302590489,56.40847703077075,0.776402711050103,0.4,0.1351020408163265
degree-betweenness,12886,0.22298190783628757,188.66310674191695,56.02128811966787,0.7752523101818337,0.4,0.1351020408163265
degree-closeness,0,0.22298190783628757,188.66310674191695,56.02128811966787,0.7752523101818337,0.4,0.1351020408163265
degree-eigenvector,5947,0.22298190783628757,188.66310674191695,56.02128811966787,0.7752523101818337,0.4,0.1351020408163265
betweenness-closeness,12886,0.22298190783628757,188.66310674191695,56.02128811966787,0.7752523101818337,0.4,0.1351020408163265
betweenness-eigenvector,27258,0.22298190783628757,188.66310674191695,56.02128811966787,0.7752523101818337,0.4,0.1351020408163265
closeness-eigenvector,5947,0.22298190783628757,188.66310674191695,56.02128811966787,0.7752523101818337,0.4,0.1351020408163265
degree-betweenness,11368,0.21225875292069415,194.08395236913935,54.87497423378615,0.7707531553900269,0.4,0.1427755102040816
degree-closeness,0,0.21225875292069415,194.08395236913935,54.87497423378615,0.7707531553900269,0.4,0.1427755102040816
degree-eigenvector,4901,0.21225875292069415,194.08395236913935,54.87497423378615,0.7707531553900269,0.4,0.1427755102040816
betweenness-closeness,11368,0.21225875292069415,194.08395236913935,54.87497423378615,0.7707531553900269,0.4,0.1427755102040816
betweenness-eigenvector,25006,0.21225875292069415,194.08395236913935,54.87497423378615,0.7707531553900269,0.4,0.1427755102040816
closeness-eigenvector,4901,0.21225875292069415,194.08395236913935,54.87497423378615,0.7707531553900269,0.4,0.1427755102040816
degree-betweenness,12171,0.20994928516472783,195.01913853765663,55.12040540261808,0.7701151791504123,0.4,0.1427755102040816
degree-closeness,0,0.20994928516472783,195.01913853765663,55.12040540261808,0.7701151791504123,0.4,0.1427755102040816
degree-eigenvector,5185,0.20994928516472783,195.01913853765663,55.12040540261808,0.7701151791504123,0.4,0.1427755102040816
betweenness-closeness,12171,0.20994928516472783,195.01913853765663,55.12040540261808,0.7701151791504123,0.4,0.1427755102040816
betweenness-eigenvector,26201,0.20994928516472783,195.01913853765663,55.12040540261808,0.7701151791504123,0.4,0.1427755102040816
closeness-eigenvector,5185,0.20994928516472783,195.01913853765663,55.12040540261808,0.7701151791504123,0.4,0.1427755102040816
degree-betweenness,11810,0.21106084879960607,194.56994075790817,54.645924484498835,0.7706991910186561,0.4,0.1427755102040816
degree-closeness,0,0.21106084879960607,194.56994075790817,54.645924484498835,0.7706991910186561,0.4,0.1427755102040816
degree-eigenvector,4930,0.21106084879960607,194.56994075790817,54.645924484498835,0.7706991910186561,0.4,0.1427755102040816
betweenness-closeness,11810,0.21106084879960607,194.56994075790817,54.645924484498835,0.7706991910186561,0.4,0.1427755102040816
betweenness-eigenvector,25107,0.21106084879960607,194.56994075790817,54.645924484498835,0.7706991910186561,0.4,0.1427755102040816
closeness-eigenvector,4930,0.21106084879960607,194.56994075790817,54.645924484498835,0.7706991910186561,0.4,0.1427755102040816
degree-betweenness,12240,0.20886304625126342,193.88963617814053,54.336967624119836,0.7706177826109472,0.4,0.1427755102040816
degree-closeness,0,0.20886304625126342,193.88963617814053,54.336967624119836,0.7706177826109472,0.4,0.1427755102040816
degree-eigenvector,6027,0.20886304625126342,193.88963617814053,54.336967624119836,0.7706177826109472,0.4,0.1427755102040816
betweenness-closeness,12240,0.20886304625126342,193.88963617814053,54.336967624119836,0.7706177826109472,0.4,0.1427755102040816
betweenness-eigenvector,27196,0.20886304625126342,193.88963617814053,54.336967624119836,0.7706177826109472,0.4,0.1427755102040816
closeness-eigenvector,6027,0.20886304625126342,193.88963617814053,54.336967624119836,0.7706177826109472,0.4,0.1427755102040816
degree-betweenness,11252,0.208150334491392,194.15583079927617,54.65901911607961,0.7717632947648148,0.4,0.1427755102040816
degree-closeness,0,0.208150334491392,194.15583079927617,54.65901911607961,0.7717632947648148,0.4,0.1427755102040816
degree-eigenvector,5017,0.208150334491392,194.15583079927617,54.65901911607961,0.7717632947648148,0.4,0.1427755102040816
betweenness-closeness,11252,0.208150334491392,194.15583079927617,54.65901911607961,0.7717632947648148,0.4,0.1427755102040816
betweenness-eigenvector,25129,0.208150334491392,194.15583079927617,54.65901911607961,0.7717632947648148,0.4,0.1427755102040816
closeness-eigenvector,5017,0.208150334491392,194.15583079927617,54.65901911607961,0.7717632947648148,0.4,0.1427755102040816
degree-betweenness,12147,0.20946132431621955,194.2776901273565,54.31518539145032,0.769507468086206,0.4,0.1427755102040816
degree-closeness,0,0.20946132431621955,194.2776901273565,54.31518539145032,0.769507468086206,0.4,0.1427755102040816
degree-eigenvector,6428,0.20946132431621955,194.2776901273565,54.31518539145032,0.769507468086206,0.4,0.1427755102040816
betweenness-closeness,12147,0.20946132431621955,194.2776901273565,54.31518539145032,0.769507468086206,0.4,0.1427755102040816
betweenness-eigenvector,27006,0.20946132431621955,194.2776901273565,54.31518539145032,0.769507468086206,0.4,0.1427755102040816
closeness-eigenvector,6428,0.20946132431621955,194.2776901273565,54.31518539145032,0.769507468086206,0.4,0.1427755102040816
degree-betweenness,12034,0.21212979112256053,195.06785125850737,55.20908547168176,0.7678929972507954,0.4,0.1427755102040816
degree-closeness,0,0.21212979112256053,195.06785125850737,55.20908547168176,0.7678929972507954,0.4,0.1427755102040816
degree-eigenvector,5619,0.21212979112256053,195.06785125850737,55.20908547168176,0.7678929972507954,0.4,0.1427755102040816
betweenness-closeness,12034,0.21212979112256053,195.06785125850737,55.20908547168176,0.7678929972507954,0.4,0.1427755102040816
betweenness-eigenvector,26038,0.21212979112256053,195.06785125850737,55.20908547168176,0.7678929972507954,0.4,0.1427755102040816
closeness-eigenvector,5619,0.21212979112256053,195.06785125850737,55.20908547168176,0.7678929972507954,0.4,0.1427755102040816
degree-betweenness,12520,0.21078150865339612,194.83704611022793,55.3413544922397,0.7701019135846996,0.4,0.1427755102040816
degree-closeness,0,0.21078150865339612,194.83704611022793,55.3413544922397,0.7701019135846996,0.4,0.1427755102040816
degree-eigenvector,5750,0.21078150865339612,194.83704611022793,55.3413544922397,0.7701019135846996,0.4,0.1427755102040816
betweenness-closeness,12520,0.21078150865339612,194.83704611022793,55.3413544922397,0.7701019135846996,0.4,0.1427755102040816
betweenness-eigenvector,27008,0.21078150865339612,194.83704611022793,55.3413544922397,0.7701019135846996,0.4,0.1427755102040816
closeness-eigenvector,5750,0.21078150865339612,194.83704611022793,55.3413544922397,0.7701019135846996,0.4,0.1427755102040816
degree-betweenness,12108,0.21152161618503107,194.36322577564758,55.238244053189476,0.770234393562183,0.4,0.1427755102040816
degree-closeness,0,0.21152161618503107,194.36322577564758,55.238244053189476,0.770234393562183,0.4,0.1427755102040816
degree-eigenvector,6106,0.21152161618503107,194.36322577564758,55.238244053189476,0.770234393562183,0.4,0.1427755102040816
betweenness-closeness,12108,0.21152161618503107,194.36322577564758,55.238244053189476,0.770234393562183,0.4,0.1427755102040816
betweenness-eigenvector,26986,0.21152161618503107,194.36322577564758,55.238244053189476,0.770234393562183,0.4,0.1427755102040816
closeness-eigenvector,6106,0.21152161618503107,194.36322577564758,55.238244053189476,0.770234393562183,0.4,0.1427755102040816
degree-betweenness,12028,0.21232378685182612,193.88065345955465,55.6139117813945,0.7715045970347055,0.4,0.1427755102040816
degree-closeness,0,0.21232378685182612,193.88065345955465,55.6139117813945,0.7715045970347055,0.4,0.1427755102040816
degree-eigenvector,4816,0.21232378685182612,193.88065345955465,55.6139117813945,0.7715045970347055,0.4,0.1427755102040816
betweenness-closeness,12028,0.21232378685182612,193.88065345955465,55.6139117813945,0.7715045970347055,0.4,0.1427755102040816
betweenness-eigenvector,25903,0.21232378685182612,193.88065345955465,55.6139117813945,0.7715045970347055,0.4,0.1427755102040816
closeness-eigenvector,4816,0.21232378685182612,193.88065345955465,55.6139117813945,0.7715045970347055,0.4,0.1427755102040816
degree-betweenness,11183,0.1972991518392132,200.10017924721265,52.94932181020099,0.7645660286505357,0.4,0.15044897959183673
degree-closeness,0,0.1972991518392132,200.10017924721265,52.94932181020099,0.7645660286505357,0.4,0.15044897959183673
degree-eigenvector,5554,0.1972991518392132,200.10017924721265,52.94932181020099,0.7645660286505357,0.4,0.15044897959183673
betweenness-closeness,11183,0.1972991518392132,200.10017924721265,52.94932181020099,0.7645660286505357,0.4,0.15044897959183673
betweenness-eigenvector,25856,0.1972991518392132,200.10017924721265,52.94932181020099,0.7645660286505357,0.4,0.15044897959183673
closeness-eigenvector,5554,0.1972991518392132,200.10017924721265,52.94932181020099,0.7645660286505357,0.4,0.15044897959183673
degree-betweenness,11109,0.1979602808831359,201.0527954907838,53.78558874183833,0.7641262678699784,0.4,0.15044897959183673
degree-closeness,0,0.1979602808831359,201.0527954907838,53.78558874183833,0.7641262678699784,0.4,0.15044897959183673
degree-eigenvector,5025,0.1979602808831359,201.0527954907838,53.78558874183833,0.7641262678699784,0.4,0.15044897959183673
betweenness-closeness,11109,0.1979602808831359,201.0527954907838,53.78558874183833,0.7641262678699784,0.4,0.15044897959183673
betweenness-eigenvector,25063,0.1979602808831359,201.0527954907838,53.78558874183833,0.7641262678699784,0.4,0.15044897959183673
closeness-eigenvector,5025,0.1979602808831359,201.0527954907838,53.78558874183833,0.7641262678699784,0.4,0.15044897959183673
