combo,disc,mod,ev1,ev2,mgap,pin,pout
degree-closeness,31001,0.5808606939787144,102.64280815179902,75.80627888279678,0.8658543763611749,0.4,0.0276734693877551
degree-eigenvector,40063,0.5808606939787144,102.64280815179902,75.80627888279678,0.8658543763611749,0.4,0.0276734693877551
betweenness-closeness,71536,0.5808606939787144,102.64280815179902,75.80627888279678,0.8658543763611749,0.4,0.0276734693877551
betweenness-eigenvector,112204,0.5808606939787144,102.64280815179902,75.80627888279678,0.8658543763611749,0.4,0.0276734693877551
closeness-eigenvector,59805,0.5808606939787144,102.64280815179902,75.80627888279678,0.8658543763611749,0.4,0.0276734693877551
degree-betweenness,83700,0.5827937892064633,101.97091866122078,75.53841648998802,0.866746959406097,0.4,0.0276734693877551
degree-closeness,35872,0.5827937892064633,101.97091866122078,75.53841648998802,0.866746959406097,0.4,0.0276734693877551
degree-eigenvector,12142,0.5827937892064633,101.97091866122078,75.53841648998802,0.866746959406097,0.4,0.0276734693877551
betweenness-closeness,65628,0.5827937892064633,101.97091866122078,75.53841648998802,0.866746959406097,0.4,0.0276734693877551
betweenness-eigenvector,95432,0.5827937892064633,101.97091866122078,75.53841648998802,0.866746959406097,0.4,0.0276734693877551
closeness-eigenvector,46492,0.5827937892064633,101.97091866122078,75.53841648998802,0.866746959406097,0.4,0.0276734693877551
degree-betweenness,67891,0.5375620928864008,108.17710021657318,73.92863764282272,0.8592272761110697,0.4,0.035346938775510206
degree-closeness,8887,0.5375620928864008,108.17710021657318,73.92863764282272,0.8592272761110697,0.4,0.035346938775510206
degree-eigenvector,19354,0.5375620928864008,108.17710021657318,73.92863764282272,0.8592272761110697,0.4,0.035346938775510206
betweenness-closeness,62329,0.5375620928864008,108.17710021657318,73.92863764282272,0.8592272761110697,0.4,0.035346938775510206
betweenness-eigenvector,83454,0.5375620928864008,108.17710021657318,73.92863764282272,0.8592272761110697,0.4,0.035346938775510206
closeness-eigenvector,26485,0.5375620928864008,108.17710021657318,73.92863764282272,0.8592272761110697,0.4,0.035346938775510206
degree-betweenness,67921,0.5382234120949825,109.16940068683789,74.38142732112533,0.8578805650842831,0.4,0.035346938775510206
degree-closeness,7327,0.5382234120949825,109.16940068683789,74.38142732112533,0.8578805650842831,0.4,0.035346938775510206
degree-eigenvector,9086,0.5382234120949825,109.16940068683789,74.38142732112533,0.8578805650842831,0.4,0.035346938775510206
betweenness-closeness,63994,0.5382234120949825,109.16940068683789,74.38142732112533,0.8578805650842831,0.4,0.035346938775510206
betweenness-eigenvector,79862,0.5382234120949825,109.16940068683789,74.38142732112533,0.8578805650842831,0.4,0.035346938775510206
closeness-eigenvector,18133,0.5382234120949825,109.16940068683789,74.38142732112533,0.8578805650842831,0.4,0.035346938775510206
degree-betweenness,67340,0.5355472538836489,108.87059714347023,74.44470860486166,0.8598224195338513,0.4,0.035346938775510206
degree-closeness,7265,0.5355472538836489,108.87059714347023,74.44470860486166,0.8598224195338513,0.4,0.035346938775510206
degree-eigenvector,33681,0.5355472538836489,108.87059714347023,74.44470860486166,0.8598224195338513,0.4,0.035346938775510206
betweenness-closeness,63199,0.5355472538836489,108.87059714347023,74.44470860486166,0.8598224195338513,0.4,0.035346938775510206
betweenness-eigenvector,94124,0.5355472538836489,108.87059714347023,74.44470860486166,0.8598224195338513,0.4,0.035346938775510206
closeness-eigenvector,39666,0.5355472538836489,108.87059714347023,74.44470860486166,0.8598224195338513,0.4,0.035346938775510206
degree-betweenness,68334,0.5402991330955532,107.65974857965303,74.17988352461299,0.8623378080245298,0.4,0.035346938775510206
degree-closeness,8658,0.5402991330955532,107.65974857965303,74.17988352461299,0.8623378080245298,0.4,0.035346938775510206
degree-eigenvector,17721,0.5402991330955532,107.65974857965303,74.17988352461299,0.8623378080245298,0.4,0.035346938775510206
betweenness-closeness,62831,0.5402991330955532,107.65974857965303,74.17988352461299,0.8623378080245298,0.4,0.035346938775510206
betweenness-eigenvector,83008,0.5402991330955532,107.65974857965303,74.17988352461299,0.8623378080245298,0.4,0.035346938775510206
closeness-eigenvector,25445,0.5402991330955532,107.65974857965303,74.17988352461299,0.8623378080245298,0.4,0.035346938775510206
degree-betweenness,65125,0.5362175668356756,109.0677697042848,74.59796869755394,0.8582901028301364,0.4,0.035346938775510206
degree-closeness,7283,0.5362175668356756,109.0677697042848,74.59796869755394,0.8582901028301364,0.4,0.035346938775510206
degree-eigenvector,15015,0.5362175668356756,109.0677697042848,74.59796869755394,0.8582901028301364,0.4,0.035346938775510206
betweenness-closeness,61874,0.5362175668356756,109.0677697042848,74.59796869755394,0.8582901028301364,0.4,0.035346938775510206
betweenness-eigenvector,78969,0.5362175668356756,109.0677697042848,74.59796869755394,0.8582901028301364,0.4,0.035346938775510206
closeness-eigenvector,21870,0.5362175668356756,109.0677697042848,74.59796869755394,0.8582901028301364,0.4,0.035346938775510206
degree-betweenness,74343,0.5403600377444596,108.04908353989826,74.71084543679324,0.8615596654932857,0.4,0.035346938775510206
degree-closeness,8387,0.5403600377444596,108.04908353989826,74.71084543679324,0.8615596654932857,0.4,0.035346938775510206
degree-eigenvector,17473,0.5403600377444596,108.04908353989826,74.71084543679324,0.8615596654932857,0.4,0.035346938775510206
betweenness-closeness,69153,0.5403600377444596,108.04908353989826,74.71084543679324,0.8615596654932857,0.4,0.035346938775510206
betweenness-eigenvector,88344,0.5403600377444596,108.04908353989826,74.71084543679324,0.8615596654932857,0.4,0.035346938775510206
closeness-eigenvector,24935,0.5403600377444596,108.04908353989826,74.71084543679324,0.8615596654932857,0.4,0.035346938775510206
degree-betweenness,72282,0.5361414594797997,108.15223961783272,73.89632495840168,0.8619412706092523,0.4,0.035346938775510206
degree-closeness,7585,0.5361414594797997,108.15223961783272,73.89632495840168,0.8619412706092523,0.4,0.035346938775510206
degree-eigenvector,14630,0.5361414594797997,108.15223961783272,73.89632495840168,0.8619412706092523,0.4,0.035346938775510206
betweenness-closeness,66402,0.5361414594797997,108.15223961783272,73.89632495840168,0.8619412706092523,0.4,0.035346938775510206
betweenness-eigenvector,86412,0.5361414594797997,108.15223961783272,73.89632495840168,0.8619412706092523,0.4,0.035346938775510206
closeness-eigenvector,22181,0.5361414594797997,108.15223961783272,73.89632495840168,0.8619412706092523,0.4,0.035346938775510206
degree-betweenness,74846,0.5385215999285254,108.26817802511661,74.26596433762161,0.8610548232975777,0.4,0.035346938775510206
degree-closeness,8874,0.5385215999285254,108.26817802511661,74.26596433762161,0.8610548232975777,0.4,0.035346938775510206
degree-eigenvector,14966,0.5385215999285254,108.26817802511661,74.26596433762161,0.8610548232975777,0.4,0.035346938775510206
betweenness-closeness,69234,0.5385215999285254,108.26817802511661,74.26596433762161,0.8610548232975777,0.4,0.035346938775510206
betweenness-eigenvector,88860,0.5385215999285254,108.26817802511661,74.26596433762161,0.8610548232975777,0.4,0.035346938775510206
closeness-eigenvector,24319,0.5385215999285254,108.26817802511661,74.26596433762161,0.8610548232975777,0.4,0.035346938775510206
degree-betweenness,70859,0.5383323196675358,108.04237695497265,73.93780073531809,0.8607632677400119,0.4,0.035346938775510206
degree-closeness,8505,0.5383323196675358,108.04237695497265,73.93780073531809,0.8607632677400119,0.4,0.035346938775510206
degree-eigenvector,13454,0.5383323196675358,108.04237695497265,73.93780073531809,0.8607632677400119,0.4,0.035346938775510206
betweenness-closeness,67017,0.5383323196675358,108.04237695497265,73.93780073531809,0.8607632677400119,0.4,0.035346938775510206
betweenness-eigenvector,83740,0.5383323196675358,108.04237695497265,73.93780073531809,0.8607632677400119,0.4,0.035346938775510206
closeness-eigenvector,21736,0.5383323196675358,108.04237695497265,73.93780073531809,0.8607632677400119,0.4,0.035346938775510206
degree-betweenness,71525,0.5361110321219195,108.32953580287453,73.90358918127424,0.8605614700035301,0.4,0.035346938775510206
degree-closeness,7121,0.5361110321219195,108.32953580287453,73.90358918127424,0.8605614700035301,0.4,0.035346938775510206
degree-eigenvector,16194,0.5361110321219195,108.32953580287453,73.90358918127424,0.8605614700035301,0.4,0.035346938775510206
betweenness-closeness,67619,0.5361110321219195,108.32953580287453,73.90358918127424,0.8605614700035301,0.4,0.035346938775510206
betweenness-eigenvector,85412,0.5361110321219195,108.32953580287453,73.90358918127424,0.8605614700035301,0.4,0.035346938775510206
closeness-eigenvector,21612,0.5361110321219195,108.32953580287453,73.90358918127424,0.8605614700035301,0.4,0.035346938775510206
degree-betweenness,63924,0.49990830981805406,114.84808869149143,73.16003157602505,0.8549463250617305,0.4,0.04302040816326531
degree-closeness,949,0.49990830981805406,114.84808869149143,73.16003157602505,0.8549463250617305,0.4,0.04302040816326531
degree-eigenvector,10555,0.49990830981805406,114.84808869149143,73.16003157602505,0.8549463250617305,0.4,0.04302040816326531
betweenness-closeness,62898,0.49990830981805406,114.84808869149143,73.16003157602505,0.8549463250617305,0.4,0.04302040816326531
betweenness-eigenvector,77398,0.49990830981805406,114.84808869149143,73.16003157602505,0.8549463250617305,0.4,0.04302040816326531
closeness-eigenvector,12699,0.49990830981805406,114.84808869149143,73.16003157602505,0.8549463250617305,0.4,0.04302040816326531
degree-betweenness,54746,0.496310985345947,114.84007122217969,72.52046399281265,0.8526633130597865,0.4,0.04302040816326531
degree-closeness,609,0.496310985345947,114.84007122217969,72.52046399281265,0.8526633130597865,0.4,0.04302040816326531
degree-eigenvector,15200,0.496310985345947,114.84007122217969,72.52046399281265,0.8526633130597865,0.4,0.04302040816326531
betweenness-closeness,54042,0.496310985345947,114.84007122217969,72.52046399281265,0.8526633130597865,0.4,0.04302040816326531
betweenness-eigenvector,69604,0.496310985345947,114.84007122217969,72.52046399281265,0.8526633130597865,0.4,0.04302040816326531
closeness-eigenvector,16744,0.496310985345947,114.84007122217969,72.52046399281265,0.8526633130597865,0.4,0.04302040816326531
degree-betweenness,61422,0.4972335486778835,114.76485700356073,73.18953934850033,0.852502718439791,0.4,0.04302040816326531
degree-closeness,967,0.4972335486778835,114.76485700356073,73.18953934850033,0.852502718439791,0.4,0.04302040816326531
degree-eigenvector,9488,0.4972335486778835,114.76485700356073,73.18953934850033,0.852502718439791,0.4,0.04302040816326531
betweenness-closeness,60328,0.4972335486778835,114.76485700356073,73.18953934850033,0.852502718439791,0.4,0.04302040816326531
betweenness-eigenvector,73594,0.4972335486778835,114.76485700356073,73.18953934850033,0.852502718439791,0.4,0.04302040816326531
closeness-eigenvector,11955,0.4972335486778835,114.76485700356073,73.18953934850033,0.852502718439791,0.4,0.04302040816326531
degree-betweenness,56559,0.4946094408425912,115.5756773296786,72.7417725276782,0.8522782693513551,0.4,0.04302040816326531
degree-closeness,529,0.4946094408425912,115.5756773296786,72.7417725276782,0.8522782693513551,0.4,0.04302040816326531
degree-eigenvector,8095,0.4946094408425912,115.5756773296786,72.7417725276782,0.8522782693513551,0.4,0.04302040816326531
betweenness-closeness,55954,0.4946094408425912,115.5756773296786,72.7417725276782,0.8522782693513551,0.4,0.04302040816326531
betweenness-eigenvector,68519,0.4946094408425912,115.5756773296786,72.7417725276782,0.8522782693513551,0.4,0.04302040816326531
closeness-eigenvector,9240,0.4946094408425912,115.5756773296786,72.7417725276782,0.8522782693513551,0.4,0.04302040816326531
degree-betweenness,55691,0.4969185889730496,114.70764079177908,72.9771426243724,0.8525829999298098,0.4,0.04302040816326531
degree-closeness,658,0.4969185889730496,114.70764079177908,72.9771426243724,0.8525829999298098,0.4,0.04302040816326531
degree-eigenvector,26855,0.4969185889730496,114.70764079177908,72.9771426243724,0.8525829999298098,0.4,0.04302040816326531
betweenness-closeness,54835,0.4969185889730496,114.70764079177908,72.9771426243724,0.8525829999298098,0.4,0.04302040816326531
betweenness-eigenvector,79419,0.4969185889730496,114.70764079177908,72.9771426243724,0.8525829999298098,0.4,0.04302040816326531
closeness-eigenvector,28250,0.4969185889730496,114.70764079177908,72.9771426243724,0.8525829999298098,0.4,0.04302040816326531
degree-betweenness,59728,0.5012774548825516,115.41926430093262,73.94356306234664,0.8527673668613266,0.4,0.04302040816326531
degree-closeness,728,0.5012774548825516,115.41926430093262,73.94356306234664,0.8527673668613266,0.4,0.04302040816326531
degree-eigenvector,14063,0.5012774548825516,115.41926430093262,73.94356306234664,0.8527673668613266,0.4,0.04302040816326531
betweenness-closeness,59121,0.5012774548825516,115.41926430093262,73.94356306234664,0.8527673668613266,0.4,0.04302040816326531
betweenness-eigenvector,75042,0.5012774548825516,115.41926430093262,73.94356306234664,0.8527673668613266,0.4,0.04302040816326531
closeness-eigenvector,15645,0.5012774548825516,115.41926430093262,73.94356306234664,0.8527673668613266,0.4,0.04302040816326531
degree-betweenness,56658,0.49671739383890734,115.42352967980129,73.01987601503198,0.8520746164574616,0.4,0.04302040816326531
degree-closeness,647,0.49671739383890734,115.42352967980129,73.01987601503198,0.8520746164574616,0.4,0.04302040816326531
degree-eigenvector,14095,0.49671739383890734,115.42352967980129,73.01987601503198,0.8520746164574616,0.4,0.04302040816326531
betweenness-closeness,55676,0.49671739383890734,115.42352967980129,73.01987601503198,0.8520746164574616,0.4,0.04302040816326531
betweenness-eigenvector,72145,0.49671739383890734,115.42352967980129,73.01987601503198,0.8520746164574616,0.4,0.04302040816326531
closeness-eigenvector,15667,0.49671739383890734,115.42352967980129,73.01987601503198,0.8520746164574616,0.4,0.04302040816326531
degree-betweenness,60103,0.4975273522967551,115.04643811931162,73.14287728588131,0.8519821475452874,0.4,0.04302040816326531
degree-closeness,945,0.4975273522967551,115.04643811931162,73.14287728588131,0.8519821475452874,0.4,0.04302040816326531
degree-eigenvector,30736,0.4975273522967551,115.04643811931162,73.14287728588131,0.8519821475452874,0.4,0.04302040816326531
betweenness-closeness,58933,0.4975273522967551,115.04643811931162,73.14287728588131,0.8519821475452874,0.4,0.04302040816326531
betweenness-eigenvector,85207,0.4975273522967551,115.04643811931162,73.14287728588131,0.8519821475452874,0.4,0.04302040816326531
closeness-eigenvector,32107,0.4975273522967551,115.04643811931162,73.14287728588131,0.8519821475452874,0.4,0.04302040816326531
degree-betweenness,58429,0.49632270840092546,113.90769867136058,72.11215352311486,0.8545329257734509,0.4,0.04302040816326531
degree-closeness,1356,0.49632270840092546,113.90769867136058,72.11215352311486,0.8545329257734509,0.4,0.04302040816326531
degree-eigenvector,11218,0.49632270840092546,113.90769867136058,72.11215352311486,0.8545329257734509,0.4,0.04302040816326531
betweenness-closeness,57074,0.49632270840092546,113.90769867136058,72.11215352311486,0.8545329257734509,0.4,0.04302040816326531
betweenness-eigenvector,70394,0.49632270840092546,113.90769867136058,72.11215352311486,0.8545329257734509,0.4,0.04302040816326531
closeness-eigenvector,13431,0.49632270840092546,113.90769867136058,72.11215352311486,0.8545329257734509,0.4,0.04302040816326531
degree-betweenness,61286,0.49922916587828214,113.68704925942141,72.2965380025006,0.8534176005098518,0.4,0.04302040816326531
degree-closeness,1364,0.49922916587828214,113.68704925942141,72.2965380025006,0.8534176005098518,0.4,0.04302040816326531
