combo,disc,id,n,dens,diameter,ev1,ev2,spec_gap,mgap,modularity,core,assort,ccoef,glob_eff
degree-closeness,0,animal_12-141,73,0.769406392694064,3,57.91728824417186,11.347052142834874,0.1959182221204342,0.09594460929772503,0.06955133002844083,0.5259148608262709,0.053123520741918576,0.8456766492073712,0.9257097983387025
degree-eigenvector,31,animal_12-141,73,0.769406392694064,3,57.91728824417186,11.347052142834874,0.1959182221204342,0.09594460929772503,0.06955133002844083,0.5259148608262709,0.053123520741918576,0.8456766492073712,0.9257097983387025
betweenness-closeness,556,animal_12-141,73,0.769406392694064,3,57.91728824417186,11.347052142834874,0.1959182221204342,0.09594460929772503,0.06955133002844083,0.5259148608262709,0.053123520741918576,0.8456766492073712,0.9257097983387025
betweenness-eigenvector,686,animal_12-141,73,0.769406392694064,3,57.91728824417186,11.347052142834874,0.1959182221204342,0.09594460929772503,0.06955133002844083,0.5259148608262709,0.053123520741918576,0.8456766492073712,0.9257097983387025
closeness-eigenvector,31,animal_12-141,73,0.769406392694064,3,57.91728824417186,11.347052142834874,0.1959182221204342,0.09594460929772503,0.06955133002844083,0.5259148608262709,0.053123520741918576,0.8456766492073712,0.9257097983387025
degree-betweenness,524,animal_12-142,73,0.7766362252663623,2,57.9921282167618,9.458005674169113,0.16309119815050022,0.096031357177854,0.0521450154248489,0.4922162329823445,-0.006494213841092787,0.836260930124584,0.9200861839363752
degree-closeness,0,animal_12-142,73,0.7766362252663623,2,57.9921282167618,9.458005674169113,0.16309119815050022,0.096031357177854,0.0521450154248489,0.4922162329823445,-0.006494213841092787,0.836260930124584,0.9200861839363752
degree-eigenvector,65,animal_12-142,73,0.7766362252663623,2,57.9921282167618,9.458005674169113,0.16309119815050022,0.096031357177854,0.0521450154248489,0.4922162329823445,-0.006494213841092787,0.836260930124584,0.9200861839363752
betweenness-closeness,524,animal_12-142,73,0.7766362252663623,2,57.9921282167618,9.458005674169113,0.16309119815050022,0.096031357177854,0.0521450154248489,0.4922162329823445,-0.006494213841092787,0.836260930124584,0.9200861839363752
betweenness-eigenvector,693,animal_12-142,73,0.7766362252663623,2,57.9921282167618,9.458005674169113,0.16309119815050022,0.096031357177854,0.0521450154248489,0.4922162329823445,-0.006494213841092787,0.836260930124584,0.9200861839363752
closeness-eigenvector,65,animal_12-142,73,0.7766362252663623,2,57.9921282167618,9.458005674169113,0.16309119815050022,0.096031357177854,0.0521450154248489,0.4922162329823445,-0.006494213841092787,0.836260930124584,0.9200861839363752
degree-betweenness,545,animal_12-143,73,0.8310502283105022,2,61.02567350863237,8.71442390560995,0.14279930731739082,0.08836996336996338,0.0477589889506099,0.4432995509064257,-0.01290686570468052,0.8640565649169374,0.9334405901552871
degree-closeness,0,animal_12-143,73,0.8310502283105022,2,61.02567350863237,8.71442390560995,0.14279930731739082,0.08836996336996338,0.0477589889506099,0.4432995509064257,-0.01290686570468052,0.8640565649169374,0.9334405901552871
degree-eigenvector,12,animal_12-143,73,0.8310502283105022,2,61.02567350863237,8.71442390560995,0.14279930731739082,0.08836996336996338,0.0477589889506099,0.4432995509064257,-0.01290686570468052,0.8640565649169374,0.9334405901552871
betweenness-closeness,545,animal_12-143,73,0.8310502283105022,2,61.02567350863237,8.71442390560995,0.14279930731739082,0.08836996336996338,0.0477589889506099,0.4432995509064257,-0.01290686570468052,0.8640565649169374,0.9334405901552871
betweenness-eigenvector,666,animal_12-143,73,0.8310502283105022,2,61.02567350863237,8.71442390560995,0.14279930731739082,0.08836996336996338,0.0477589889506099,0.4432995509064257,-0.01290686570468052,0.8640565649169374,0.9334405901552871
closeness-eigenvector,12,animal_12-143,73,0.8310502283105022,2,61.02567350863237,8.71442390560995,0.14279930731739082,0.08836996336996338,0.0477589889506099,0.4432995509064257,-0.01290686570468052,0.8640565649169374,0.9334405901552871
degree-betweenness,410,animal_12-144,73,0.806697108066971,2,59.60342665278305,9.135428815895759,0.1532701948348334,0.08254716981132075,0.05480553577785696,0.4964921784733792,-0.037613780279664256,0.8489541432019309,0.9268552077050453
degree-closeness,0,animal_12-144,73,0.806697108066971,2,59.60342665278305,9.135428815895759,0.1532701948348334,0.08254716981132075,0.05480553577785696,0.4964921784733792,-0.037613780279664256,0.8489541432019309,0.9268552077050453
degree-eigenvector,33,animal_12-144,73,0.806697108066971,2,59.60342665278305,9.135428815895759,0.1532701948348334,0.08254716981132075,0.05480553577785696,0.4964921784733792,-0.037613780279664256,0.8489541432019309,0.9268552077050453
betweenness-closeness,410,animal_12-144,73,0.806697108066971,2,59.60342665278305,9.135428815895759,0.1532701948348334,0.08254716981132075,0.05480553577785696,0.4964921784733792,-0.037613780279664256,0.8489541432019309,0.9268552077050453
betweenness-eigenvector,574,animal_12-144,73,0.806697108066971,2,59.60342665278305,9.135428815895759,0.1532701948348334,0.08254716981132075,0.05480553577785696,0.4964921784733792,-0.037613780279664256,0.8489541432019309,0.9268552077050453
closeness-eigenvector,33,animal_12-144,73,0.806697108066971,2,59.60342665278305,9.135428815895759,0.1532701948348334,0.08254716981132075,0.05480553577785696,0.4964921784733792,-0.037613780279664256,0.8489541432019309,0.9268552077050453
degree-betweenness,189,animal_12-145,55,0.830976430976431,2,46.13032502726116,6.260642529802595,0.13571641921236863,0.06888168557536467,0.034835193556945476,0.533639375151635,-0.07519386345382191,0.8762266994384542,0.9409355261549232
degree-closeness,0,animal_12-145,55,0.830976430976431,2,46.13032502726116,6.260642529802595,0.13571641921236863,0.06888168557536467,0.034835193556945476,0.533639375151635,-0.07519386345382191,0.8762266994384542,0.9409355261549232
degree-eigenvector,3,animal_12-145,55,0.830976430976431,2,46.13032502726116,6.260642529802595,0.13571641921236863,0.06888168557536467,0.034835193556945476,0.533639375151635,-0.07519386345382191,0.8762266994384542,0.9409355261549232
betweenness-closeness,189,animal_12-145,55,0.830976430976431,2,46.13032502726116,6.260642529802595,0.13571641921236863,0.06888168557536467,0.034835193556945476,0.533639375151635,-0.07519386345382191,0.8762266994384542,0.9409355261549232
betweenness-eigenvector,263,animal_12-145,55,0.830976430976431,2,46.13032502726116,6.260642529802595,0.13571641921236863,0.06888168557536467,0.034835193556945476,0.533639375151635,-0.07519386345382191,0.8762266994384542,0.9409355261549232
closeness-eigenvector,3,animal_12-145,55,0.830976430976431,2,46.13032502726116,6.260642529802595,0.13571641921236863,0.06888168557536467,0.034835193556945476,0.533639375151635,-0.07519386345382191,0.8762266994384542,0.9409355261549232
degree-betweenness,236,animal_12-146,55,0.826936026936027,2,46.035893729315895,5.955012692108801,0.12935586147460018,0.06433224755700326,0.039570711625587535,0.5315620331289951,-0.0712208738805091,0.8768880537688806,0.9411586861856085
degree-closeness,0,animal_12-146,55,0.826936026936027,2,46.035893729315895,5.955012692108801,0.12935586147460018,0.06433224755700326,0.039570711625587535,0.5315620331289951,-0.0712208738805091,0.8768880537688806,0.9411586861856085
degree-eigenvector,14,animal_12-146,55,0.826936026936027,2,46.035893729315895,5.955012692108801,0.12935586147460018,0.06433224755700326,0.039570711625587535,0.5315620331289951,-0.0712208738805091,0.8768880537688806,0.9411586861856085
betweenness-closeness,236,animal_12-146,55,0.826936026936027,2,46.035893729315895,5.955012692108801,0.12935586147460018,0.06433224755700326,0.039570711625587535,0.5315620331289951,-0.0712208738805091,0.8768880537688806,0.9411586861856085
betweenness-eigenvector,348,animal_12-146,55,0.826936026936027,2,46.035893729315895,5.955012692108801,0.12935586147460018,0.06433224755700326,0.039570711625587535,0.5315620331289951,-0.0712208738805091,0.8768880537688806,0.9411586861856085
closeness-eigenvector,14,animal_12-146,55,0.826936026936027,2,46.035893729315895,5.955012692108801,0.12935586147460018,0.06433224755700326,0.039570711625587535,0.5315620331289951,-0.0712208738805091,0.8768880537688806,0.9411586861856085
degree-betweenness,200,animal_12-147,55,0.7858585858585859,2,44.38244914295838,7.612346557859389,0.17151704569839285,0.08397600685518423,0.059598102341673925,0.5216526328311405,-0.03976492735685932,0.8599861782999308,0.9339579014390438
degree-closeness,0,animal_12-147,55,0.7858585858585859,2,44.38244914295838,7.612346557859389,0.17151704569839285,0.08397600685518423,0.059598102341673925,0.5216526328311405,-0.03976492735685932,0.8599861782999308,0.9339579014390438
degree-eigenvector,24,animal_12-147,55,0.7858585858585859,2,44.38244914295838,7.612346557859389,0.17151704569839285,0.08397600685518423,0.059598102341673925,0.5216526328311405,-0.03976492735685932,0.8599861782999308,0.9339579014390438
betweenness-closeness,200,animal_12-147,55,0.7858585858585859,2,44.38244914295838,7.612346557859389,0.17151704569839285,0.08397600685518423,0.059598102341673925,0.5216526328311405,-0.03976492735685932,0.8599861782999308,0.9339579014390438
betweenness-eigenvector,300,animal_12-147,55,0.7858585858585859,2,44.38244914295838,7.612346557859389,0.17151704569839285,0.08397600685518423,0.059598102341673925,0.5216526328311405,-0.03976492735685932,0.8599861782999308,0.9339579014390438
closeness-eigenvector,24,animal_12-147,55,0.7858585858585859,2,44.38244914295838,7.612346557859389,0.17151704569839285,0.08397600685518423,0.059598102341673925,0.5216526328311405,-0.03976492735685932,0.8599861782999308,0.9339579014390438
degree-betweenness,252,animal_12-148,55,0.8107744107744108,2,45.23754215613103,6.519206332584737,0.14411053346100483,0.07142857142857142,0.044783928985331345,0.5531033098243909,-0.0635335886506799,0.8631000393929731,0.9337311761609065
degree-closeness,0,animal_12-148,55,0.8107744107744108,2,45.23754215613103,6.519206332584737,0.14411053346100483,0.07142857142857142,0.044783928985331345,0.5531033098243909,-0.0635335886506799,0.8631000393929731,0.9337311761609065
degree-eigenvector,10,animal_12-148,55,0.8107744107744108,2,45.23754215613103,6.519206332584737,0.14411053346100483,0.07142857142857142,0.044783928985331345,0.5531033098243909,-0.0635335886506799,0.8631000393929731,0.9337311761609065
betweenness-closeness,252,animal_12-148,55,0.8107744107744108,2,45.23754215613103,6.519206332584737,0.14411053346100483,0.07142857142857142,0.044783928985331345,0.5531033098243909,-0.0635335886506799,0.8631000393929731,0.9337311761609065
betweenness-eigenvector,340,animal_12-148,55,0.8107744107744108,2,45.23754215613103,6.519206332584737,0.14411053346100483,0.07142857142857142,0.044783928985331345,0.5531033098243909,-0.0635335886506799,0.8631000393929731,0.9337311761609065
closeness-eigenvector,10,animal_12-148,55,0.8107744107744108,2,45.23754215613103,6.519206332584737,0.14411053346100483,0.07142857142857142,0.044783928985331345,0.5531033098243909,-0.0635335886506799,0.8631000393929731,0.9337311761609065
degree-betweenness,104,animal_12-149,55,0.8350168350168351,2,45.89491910612411,6.868102545205485,0.14964842904122302,0.07580645161290323,0.047730228928199836,0.4985476968694123,-0.06860398223816946,0.8627577666505142,0.9334091681774573
degree-closeness,0,animal_12-149,55,0.8350168350168351,2,45.89491910612411,6.868102545205485,0.14964842904122302,0.07580645161290323,0.047730228928199836,0.4985476968694123,-0.06860398223816946,0.8627577666505142,0.9334091681774573
degree-eigenvector,0,animal_12-149,55,0.8350168350168351,2,45.89491910612411,6.868102545205485,0.14964842904122302,0.07580645161290323,0.047730228928199836,0.4985476968694123,-0.06860398223816946,0.8627577666505142,0.9334091681774573
betweenness-closeness,104,animal_12-149,55,0.8350168350168351,2,45.89491910612411,6.868102545205485,0.14964842904122302,0.07580645161290323,0.047730228928199836,0.4985476968694123,-0.06860398223816946,0.8627577666505142,0.9334091681774573
betweenness-eigenvector,175,animal_12-149,55,0.8350168350168351,2,45.89491910612411,6.868102545205485,0.14964842904122302,0.07580645161290323,0.047730228928199836,0.4985476968694123,-0.06860398223816946,0.8627577666505142,0.9334091681774573
closeness-eigenvector,0,animal_12-149,55,0.8350168350168351,2,45.89491910612411,6.868102545205485,0.14964842904122302,0.07580645161290323,0.047730228928199836,0.4985476968694123,-0.06860398223816946,0.8627577666505142,0.9334091681774573
degree-betweenness,206,animal_12-150,55,0.8525252525252526,2,46.67963361102067,6.665699976385688,0.1427967501187064,0.07661927330173776,0.046277474550087516,0.451366003483894,-0.04211234996666901,0.8755812144573315,0.9387373417272599
degree-closeness,0,animal_12-150,55,0.8525252525252526,2,46.67963361102067,6.665699976385688,0.1427967501187064,0.07661927330173776,0.046277474550087516,0.451366003483894,-0.04211234996666901,0.8755812144573315,0.9387373417272599
degree-eigenvector,4,animal_12-150,55,0.8525252525252526,2,46.67963361102067,6.665699976385688,0.1427967501187064,0.07661927330173776,0.046277474550087516,0.451366003483894,-0.04211234996666901,0.8755812144573315,0.9387373417272599
betweenness-closeness,206,animal_12-150,55,0.8525252525252526,2,46.67963361102067,6.665699976385688,0.1427967501187064,0.07661927330173776,0.046277474550087516,0.451366003483894,-0.04211234996666901,0.8755812144573315,0.9387373417272599
betweenness-eigenvector,294,animal_12-150,55,0.8525252525252526,2,46.67963361102067,6.665699976385688,0.1427967501187064,0.07661927330173776,0.046277474550087516,0.451366003483894,-0.04211234996666901,0.8755812144573315,0.9387373417272599
closeness-eigenvector,4,animal_12-150,55,0.8525252525252526,2,46.67963361102067,6.665699976385688,0.1427967501187064,0.07661927330173776,0.046277474550087516,0.451366003483894,-0.04211234996666901,0.8755812144573315,0.9387373417272599
degree-betweenness,107,animal_12-151,55,0.8592592592592593,2,47.026601404207746,7.0402347847360796,0.14970749691697152,0.0713166144200627,0.047736546908933614,0.4853274511597001,-0.07039792523300992,0.8815272318921954,0.9425485601954212
degree-closeness,0,animal_12-151,55,0.8592592592592593,2,47.026601404207746,7.0402347847360796,0.14970749691697152,0.0713166144200627,0.047736546908933614,0.4853274511597001,-0.07039792523300992,0.8815272318921954,0.9425485601954212
degree-eigenvector,1,animal_12-151,55,0.8592592592592593,2,47.026601404207746,7.0402347847360796,0.14970749691697152,0.0713166144200627,0.047736546908933614,0.4853274511597001,-0.07039792523300992,0.8815272318921954,0.9425485601954212
betweenness-closeness,107,animal_12-151,55,0.8592592592592593,2,47.026601404207746,7.0402347847360796,0.14970749691697152,0.0713166144200627,0.047736546908933614,0.4853274511597001,-0.07039792523300992,0.8815272318921954,0.9425485601954212
betweenness-eigenvector,194,animal_12-151,55,0.8592592592592593,2,47.026601404207746,7.0402347847360796,0.14970749691697152,0.0713166144200627,0.047736546908933614,0.4853274511597001,-0.07039792523300992,0.8815272318921954,0.9425485601954212
closeness-eigenvector,1,animal_12-151,55,0.8592592592592593,2,47.026601404207746,7.0402347847360796,0.14970749691697152,0.0713166144200627,0.047736546908933614,0.4853274511597001,-0.07039792523300992,0.8815272318921954,0.9425485601954212
degree-betweenness,151,animal_12-152,55,0.8565656565656566,2,46.954138002367856,7.116804725388002,0.15156927649335417,0.06682389937106918,0.04747358441121788,0.4696691780960083,-0.0591473186763531,0.881704252081588,0.9425854985961625
degree-closeness,0,animal_12-152,55,0.8565656565656566,2,46.954138002367856,7.116804725388002,0.15156927649335417,0.06682389937106918,0.04747358441121788,0.4696691780960083,-0.0591473186763531,0.881704252081588,0.9425854985961625
degree-eigenvector,5,animal_12-152,55,0.8565656565656566,2,46.954138002367856,7.116804725388002,0.15156927649335417,0.06682389937106918,0.04747358441121788,0.4696691780960083,-0.0591473186763531,0.881704252081588,0.9425854985961625
betweenness-closeness,151,animal_12-152,55,0.8565656565656566,2,46.954138002367856,7.116804725388002,0.15156927649335417,0.06682389937106918,0.04747358441121788,0.4696691780960083,-0.0591473186763531,0.881704252081588,0.9425854985961625
betweenness-eigenvector,250,animal_12-152,55,0.8565656565656566,2,46.954138002367856,7.116804725388002,0.15156927649335417,0.06682389937106918,0.04747358441121788,0.4696691780960083,-0.0591473186763531,0.881704252081588,0.9425854985961625
closeness-eigenvector,5,animal_12-152,55,0.8565656565656566,2,46.954138002367856,7.116804725388002,0.15156927649335417,0.06682389937106918,0.04747358441121788,0.4696691780960083,-0.0591473186763531,0.881704252081588,0.9425854985961625
degree-betweenness,283,animal_12-153,55,0.843097643097643,2,46.44214585192706,7.053802489766722,0.15188364707041274,0.06869009584664537,0.04821901570905082,0.5236074044191009,-0.014984536394668766,0.876953090672619,0.9389004746972164
degree-closeness,0,animal_12-153,55,0.843097643097643,2,46.44214585192706,7.053802489766722,0.15188364707041274,0.06869009584664537,0.04821901570905082,0.5236074044191009,-0.014984536394668766,0.876953090672619,0.9389004746972164
degree-eigenvector,8,animal_12-153,55,0.843097643097643,2,46.44214585192706,7.053802489766722,0.15188364707041274,0.06869009584664537,0.04821901570905082,0.5236074044191009,-0.014984536394668766,0.876953090672619,0.9389004746972164
betweenness-closeness,283,animal_12-153,55,0.843097643097643,2,46.44214585192706,7.053802489766722,0.15188364707041274,0.06869009584664537,0.04821901570905082,0.5236074044191009,-0.014984536394668766,0.876953090672619,0.9389004746972164
betweenness-eigenvector,364,animal_12-153,55,0.843097643097643,2,46.44214585192706,7.053802489766722,0.15188364707041274,0.06869009584664537,0.04821901570905082,0.5236074044191009,-0.014984536394668766,0.876953090672619,0.9389004746972164
closeness-eigenvector,8,animal_12-153,55,0.843097643097643,2,46.44214585192706,7.053802489766722,0.15188364707041274,0.06869009584664537,0.04821901570905082,0.5236074044191009,-0.014984536394668766,0.876953090672619,0.9389004746972164
degree-betweenness,329,animal_12-154,55,0.8222222222222222,2,45.7639403356191,6.906404252437937,0.1509136713706999,0.06306306306306306,0.0485591689522894,0.5638881635601923,-0.056545690459933025,0.8720451927823177,0.9381176578530669
degree-closeness,0,animal_12-154,55,0.8222222222222222,2,45.7639403356191,6.906404252437937,0.1509136713706999,0.06306306306306306,0.0485591689522894,0.5638881635601923,-0.056545690459933025,0.8720451927823177,0.9381176578530669
degree-eigenvector,21,animal_12-154,55,0.8222222222222222,2,45.7639403356191,6.906404252437937,0.1509136713706999,0.06306306306306306,0.0485591689522894,0.5638881635601923,-0.056545690459933025,0.8720451927823177,0.9381176578530669
betweenness-closeness,329,animal_12-154,55,0.8222222222222222,2,45.7639403356191,6.906404252437937,0.1509136713706999,0.06306306306306306,0.0485591689522894,0.5638881635601923,-0.056545690459933025,0.8720451927823177,0.9381176578530669
betweenness-eigenvector,436,animal_12-154,55,0.8222222222222222,2,45.7639403356191,6.906404252437937,0.1509136713706999,0.06306306306306306,0.0485591689522894,0.5638881635601923,-0.056545690459933025,0.8720451927823177,0.9381176578530669
closeness-eigenvector,21,animal_12-154,55,0.8222222222222222,2,45.7639403356191,6.906404252437937,0.1509136713706999,0.06306306306306306,0.0485591689522894,0.5638881635601923,-0.056545690459933025,0.8720451927823177,0.9381176578530669
degree-betweenness,49,animal_12-155,35,0.8352941176470587,2,28.929793154104203,4.105922109666463,0.1419271160286179,0.06438631790744467,0.03367488634017379,0.6007059314999749,-0.12272313799477477,0.8603480512009205,0.933163929262706
degree-closeness,0,animal_12-155,35,0.8352941176470587,2,28.929793154104203,4.105922109666463,0.1419271160286179,0.06438631790744467,0.03367488634017379,0.6007059314999749,-0.12272313799477477,0.8603480512009205,0.933163929262706
degree-eigenvector,0,animal_12-155,35,0.8352941176470587,2,28.929793154104203,4.105922109666463,0.1419271160286179,0.06438631790744467,0.03367488634017379,0.6007059314999749,-0.12272313799477477,0.8603480512009205,0.933163929262706
betweenness-closeness,49,animal_12-155,35,0.8352941176470587,2,28.929793154104203,4.105922109666463,0.1419271160286179,0.06438631790744467,0.03367488634017379,0.6007059314999749,-0.12272313799477477,0.8603480512009205,0.933163929262706
betweenness-eigenvector,96,animal_12-155,35,0.8352941176470587,2,28.929793154104203,4.105922109666463,0.1419271160286179,0.06438631790744467,0.03367488634017379,0.6007059314999749,-0.12272313799477477,0.8603480512009205,0.933163929262706
closeness-eigenvector,0,animal_12-155,35,0.8352941176470587,2,28.929793154104203,4.105922109666463,0.1419271160286179,0.06438631790744467,0.03367488634017379,0.6007059314999749,-0.12272313799477477,0.8603480512009205,0.933163929262706
degree-betweenness,69,animal_12-156,35,0.8235294117647058,2,28.464954460774713,4.4777512911561,0.15730751641730298,0.0836734693877551,0.054269054560599744,0.4799460603937118,-0.0757545040195019,0.846262341325811,0.9250525774905212
degree-closeness,0,animal_12-156,35,0.8235294117647058,2,28.464954460774713,4.4777512911561,0.15730751641730298,0.0836734693877551,0.054269054560599744,0.4799460603937118,-0.0757545040195019,0.846262341325811,0.9250525774905212
degree-eigenvector,1,animal_12-156,35,0.8235294117647058,2,28.464954460774713,4.4777512911561,0.15730751641730298,0.0836734693877551,0.054269054560599744,0.4799460603937118,-0.0757545040195019,0.846262341325811,0.9250525774905212
betweenness-closeness,69,animal_12-156,35,0.8235294117647058,2,28.464954460774713,4.4777512911561,0.15730751641730298,0.0836734693877551,0.054269054560599744,0.4799460603937118,-0.0757545040195019,0.846262341325811,0.9250525774905212
betweenness-eigenvector,117,animal_12-156,35,0.8235294117647058,2,28.464954460774713,4.4777512911561,0.15730751641730298,0.0836734693877551,0.054269054560599744,0.4799460603937118,-0.0757545040195019,0.846262341325811,0.9250525774905212
closeness-eigenvector,1,animal_12-156,35,0.8235294117647058,2,28.464954460774713,4.4777512911561,0.15730751641730298,0.0836734693877551,0.054269054560599744,0.4799460603937118,-0.0757545040195019,0.846262341325811,0.9250525774905212
degree-betweenness,116,animal_12-157,35,0.8487394957983193,3,29.907926298069743,2.9775754419657394,0.09955807073651617,0.03564356435643564,0.025250465640623443,0.6641046307199123,-0.07750700806935065,0.9075975359342916,0.9565818658871271
degree-closeness,0,animal_12-157,35,0.8487394957983193,3,29.907926298069743,2.9775754419657394,0.09955807073651617,0.03564356435643564,0.025250465640623443,0.6641046307199123,-0.07750700806935065,0.9075975359342916,0.9565818658871271
degree-eigenvector,4,animal_12-157,35,0.8487394957983193,3,29.907926298069743,2.9775754419657394,0.09955807073651617,0.03564356435643564,0.025250465640623443,0.6641046307199123,-0.07750700806935065,0.9075975359342916,0.9565818658871271
betweenness-closeness,116,animal_12-157,35,0.8487394957983193,3,29.907926298069743,2.9775754419657394,0.09955807073651617,0.03564356435643564,0.025250465640623443,0.6641046307199123,-0.07750700806935065,0.9075975359342916,0.9565818658871271
betweenness-eigenvector,178,animal_12-157,35,0.8487394957983193,3,29.907926298069743,2.9775754419657394,0.09955807073651617,0.03564356435643564,0.025250465640623443,0.6641046307199123,-0.07750700806935065,0.9075975359342916,0.9565818658871271
closeness-eigenvector,4,animal_12-157,35,0.8487394957983193,3,29.907926298069743,2.9775754419657394,0.09955807073651617,0.03564356435643564,0.025250465640623443,0.6641046307199123,-0.07750700806935065,0.9075975359342916,0.9565818658871271
degree-betweenness,128,animal_12-158,35,0.8420168067226891,2,29.623385904873945,3.410332326580056,0.11512297539286191,0.041916167664670656,0.03232855645993439,0.6483212114976606,-0.044793312596461625,0.898933574963407,0.9501337362486256
degree-closeness,0,animal_12-158,35,0.8420168067226891,2,29.623385904873945,3.410332326580056,0.11512297539286191,0.041916167664670656,0.03232855645993439,0.6483212114976606,-0.044793312596461625,0.898933574963407,0.9501337362486256
degree-eigenvector,3,animal_12-158,35,0.8420168067226891,2,29.623385904873945,3.410332326580056,0.11512297539286191,0.041916167664670656,0.03232855645993439,0.6483212114976606,-0.044793312596461625,0.898933574963407,0.9501337362486256
betweenness-closeness,128,animal_12-158,35,0.8420168067226891,2,29.623385904873945,3.410332326580056,0.11512297539286191,0.041916167664670656,0.03232855645993439,0.6483212114976606,-0.044793312596461625,0.898933574963407,0.9501337362486256
betweenness-eigenvector,195,animal_12-158,35,0.8420168067226891,2,29.623385904873945,3.410332326580056,0.11512297539286191,0.041916167664670656,0.03232855645993439,0.6483212114976606,-0.044793312596461625,0.898933574963407,0.9501337362486256
closeness-eigenvector,3,animal_12-158,35,0.8420168067226891,2,29.623385904873945,3.410332326580056,0.11512297539286191,0.041916167664670656,0.03232855645993439,0.6483212114976606,-0.044793312596461625,0.898933574963407,0.9501337362486256
degree-betweenness,82,animal_12-159,35,0.8201680672268907,2,28.59784809790633,5.633356006280907,0.1969853111672878,0.06352459016393443,0.060314347621607034,0.5777600586463154,-0.03607473325945548,0.8635688836104513,0.9336417872836204
degree-closeness,0,animal_12-159,35,0.8201680672268907,2,28.59784809790633,5.633356006280907,0.1969853111672878,0.06352459016393443,0.060314347621607034,0.5777600586463154,-0.03607473325945548,0.8635688836104513,0.9336417872836204
degree-eigenvector,6,animal_12-159,35,0.8201680672268907,2,28.59784809790633,5.633356006280907,0.1969853111672878,0.06352459016393443,0.060314347621607034,0.5777600586463154,-0.03607473325945548,0.8635688836104513,0.9336417872836204
betweenness-closeness,82,animal_12-159,35,0.8201680672268907,2,28.59784809790633,5.633356006280907,0.1969853111672878,0.06352459016393443,0.060314347621607034,0.5777600586463154,-0.03607473325945548,0.8635688836104513,0.9336417872836204
betweenness-eigenvector,132,animal_12-159,35,0.8201680672268907,2,28.59784809790633,5.633356006280907,0.1969853111672878,0.06352459016393443,0.060314347621607034,0.5777600586463154,-0.03607473325945548,0.8635688836104513,0.9336417872836204
closeness-eigenvector,6,animal_12-159,35,0.8201680672268907,2,28.59784809790633,5.633356006280907,0.1969853111672878,0.06352459016393443,0.060314347621607034,0.5777600586463154,-0.03607473325945548,0.8635688836104513,0.9336417872836204
degree-betweenness,84,animal_12-160,35,0.8134453781512605,3,28.767415323815094,4.429975785344838,0.15399283305363495,0.05371900826446281,0.04190287548664709,0.6539726807651403,-0.06406012586967466,0.8771838525016727,0.9424983767437376
degree-closeness,0,animal_12-160,35,0.8134453781512605,3,28.767415323815094,4.429975785344838,0.15399283305363495,0.05371900826446281,0.04190287548664709,0.6539726807651403,-0.06406012586967466,0.8771838525016727,0.9424983767437376
degree-eigenvector,6,animal_12-160,35,0.8134453781512605,3,28.767415323815094,4.429975785344838,0.15399283305363495,0.05371900826446281,0.04190287548664709,0.6539726807651403,-0.06406012586967466,0.8771838525016727,0.9424983767437376
betweenness-closeness,84,animal_12-160,35,0.8134453781512605,3,28.767415323815094,4.429975785344838,0.15399283305363495,0.05371900826446281,0.04190287548664709,0.6539726807651403,-0.06406012586967466,0.8771838525016727,0.9424983767437376
betweenness-eigenvector,140,animal_12-160,35,0.8134453781512605,3,28.767415323815094,4.429975785344838,0.15399283305363495,0.05371900826446281,0.04190287548664709,0.6539726807651403,-0.06406012586967466,0.8771838525016727,0.9424983767437376
closeness-eigenvector,6,animal_12-160,35,0.8134453781512605,3,28.767415323815094,4.429975785344838,0.15399283305363495,0.05371900826446281,0.04190287548664709,0.6539726807651403,-0.06406012586967466,0.8771838525016727,0.9424983767437376
degree-betweenness,44,animal_12-161,35,0.8067226890756302,2,28.129195348424066,4.865648845389414,0.17297504550417261,0.07708333333333334,0.04164713541666659,0.5839262807668578,-0.12143193819156993,0.8434842564927603,0.926586562897304
degree-closeness,0,animal_12-161,35,0.8067226890756302,2,28.129195348424066,4.865648845389414,0.17297504550417261,0.07708333333333334,0.04164713541666659,0.5839262807668578,-0.12143193819156993,0.8434842564927603,0.926586562897304
degree-eigenvector,4,animal_12-161,35,0.8067226890756302,2,28.129195348424066,4.865648845389414,0.17297504550417261,0.07708333333333334,0.04164713541666659,0.5839262807668578,-0.12143193819156993,0.8434842564927603,0.926586562897304
betweenness-closeness,44,animal_12-161,35,0.8067226890756302,2,28.129195348424066,4.865648845389414,0.17297504550417261,0.07708333333333334,0.04164713541666659,0.5839262807668578,-0.12143193819156993,0.8434842564927603,0.926586562897304
betweenness-eigenvector,75,animal_12-161,35,0.8067226890756302,2,28.129195348424066,4.865648845389414,0.17297504550417261,0.07708333333333334,0.04164713541666659,0.5839262807668578,-0.12143193819156993,0.8434842564927603,0.926586562897304
closeness-eigenvector,4,animal_12-161,35,0.8067226890756302,2,28.129195348424066,4.865648845389414,0.17297504550417261,0.07708333333333334,0.04164713541666659,0.5839262807668578,-0.12143193819156993,0.8434842564927603,0.926586562897304
degree-betweenness,64,animal_12-162,35,0.826890756302521,2,28.791609312056227,4.197143088047946,0.14577660604370699,0.06097560975609756,0.043990432282371504,0.6290635976128942,-0.0910294910212277,0.8616811509530417,0.9336388758098197
