combo,disc,id,n,dens,diameter,ev1,ev2,mgap,param
closeness-eigenvector,391,1,100,0.09656565656565658,4,10.467251785745399,5.414998625088523,0.7635983263598326,0.1
degree-betweenness,266,1,100,0.20404040404040402,3,20.970357807332284,7.394492949607189,0.6712871287128713,0.2
degree-closeness,70,1,100,0.20404040404040402,3,20.970357807332284,7.394492949607189,0.6712871287128713,0.2
degree-eigenvector,171,1,100,0.20404040404040402,3,20.970357807332284,7.394492949607189,0.6712871287128713,0.2
betweenness-closeness,354,1,100,0.20404040404040402,3,20.970357807332284,7.394492949607189,0.6712871287128713,0.2
betweenness-eigenvector,714,1,100,0.20404040404040402,3,20.970357807332284,7.394492949607189,0.6712871287128713,0.2
closeness-eigenvector,298,1,100,0.20404040404040402,3,20.970357807332284,7.394492949607189,0.6712871287128713,0.2
degree-betweenness,183,1,100,0.05111111111111111,6,5.735917420625051,4.29652497363977,0.8537549407114624,0.05
degree-closeness,313,1,100,0.05111111111111111,6,5.735917420625051,4.29652497363977,0.8537549407114624,0.05
degree-eigenvector,394,1,100,0.05111111111111111,6,5.735917420625051,4.29652497363977,0.8537549407114624,0.05
betweenness-closeness,699,1,100,0.05111111111111111,6,5.735917420625051,4.29652497363977,0.8537549407114624,0.05
betweenness-eigenvector,1034,1,100,0.05111111111111111,6,5.735917420625051,4.29652497363977,0.8537549407114624,0.05
closeness-eigenvector,592,1,100,0.05111111111111111,6,5.735917420625051,4.29652497363977,0.8537549407114624,0.05
degree-betweenness,172,1,100,0.09858585858585858,4,10.71471290732947,5.598938288800032,0.7807377049180327,0.1
degree-closeness,242,1,100,0.09858585858585858,4,10.71471290732947,5.598938288800032,0.7807377049180327,0.1
degree-eigenvector,200,1,100,0.09858585858585858,4,10.71471290732947,5.598938288800032,0.7807377049180327,0.1
betweenness-closeness,608,1,100,0.09858585858585858,4,10.71471290732947,5.598938288800032,0.7807377049180327,0.1
betweenness-eigenvector,720,1,100,0.09858585858585858,4,10.71471290732947,5.598938288800032,0.7807377049180327,0.1
closeness-eigenvector,308,1,100,0.09858585858585858,4,10.71471290732947,5.598938288800032,0.7807377049180327,0.1
degree-betweenness,243,1,100,0.19757575757575757,3,20.396615679655675,7.338344318829591,0.6738241308793456,0.2
degree-closeness,66,1,100,0.19757575757575757,3,20.396615679655675,7.338344318829591,0.6738241308793456,0.2
degree-eigenvector,148,1,100,0.19757575757575757,3,20.396615679655675,7.338344318829591,0.6738241308793456,0.2
betweenness-closeness,396,1,100,0.19757575757575757,3,20.396615679655675,7.338344318829591,0.6738241308793456,0.2
betweenness-eigenvector,669,1,100,0.19757575757575757,3,20.396615679655675,7.338344318829591,0.6738241308793456,0.2
closeness-eigenvector,250,1,100,0.19757575757575757,3,20.396615679655675,7.338344318829591,0.6738241308793456,0.2
degree-betweenness,156,1,100,0.050505050505050504,6,6.092025449998869,4.307824642303682,0.816,0.05
degree-closeness,295,1,100,0.050505050505050504,6,6.092025449998869,4.307824642303682,0.816,0.05
degree-eigenvector,444,1,100,0.050505050505050504,6,6.092025449998869,4.307824642303682,0.816,0.05
betweenness-closeness,657,1,100,0.050505050505050504,6,6.092025449998869,4.307824642303682,0.816,0.05
betweenness-eigenvector,880,1,100,0.050505050505050504,6,6.092025449998869,4.307824642303682,0.816,0.05
closeness-eigenvector,419,1,100,0.050505050505050504,6,6.092025449998869,4.307824642303682,0.816,0.05
degree-betweenness,196,1,100,0.09595959595959595,4,10.265827058480054,5.5094184889077225,0.7747368421052632,0.1
degree-closeness,218,1,100,0.09595959595959595,4,10.265827058480054,5.5094184889077225,0.7747368421052632,0.1
degree-eigenvector,306,1,100,0.09595959595959595,4,10.265827058480054,5.5094184889077225,0.7747368421052632,0.1
betweenness-closeness,646,1,100,0.09595959595959595,4,10.265827058480054,5.5094184889077225,0.7747368421052632,0.1
betweenness-eigenvector,933,1,100,0.09595959595959595,4,10.265827058480054,5.5094184889077225,0.7747368421052632,0.1
closeness-eigenvector,412,1,100,0.09595959595959595,4,10.265827058480054,5.5094184889077225,0.7747368421052632,0.1
degree-betweenness,240,1,100,0.19919191919191917,3,20.573418115907693,7.542073378040406,0.6663286004056795,0.2
degree-closeness,105,1,100,0.19919191919191917,3,20.573418115907693,7.542073378040406,0.6663286004056795,0.2
degree-eigenvector,145,1,100,0.19919191919191917,3,20.573418115907693,7.542073378040406,0.6663286004056795,0.2
betweenness-closeness,367,1,100,0.19919191919191917,3,20.573418115907693,7.542073378040406,0.6663286004056795,0.2
betweenness-eigenvector,679,1,100,0.19919191919191917,3,20.573418115907693,7.542073378040406,0.6663286004056795,0.2
closeness-eigenvector,299,1,100,0.19919191919191917,3,20.573418115907693,7.542073378040406,0.6663286004056795,0.2
degree-betweenness,122,1,100,0.056363636363636366,5,6.322966733190751,4.337924839079932,0.8387096774193549,0.05
degree-closeness,271,1,100,0.056363636363636366,5,6.322966733190751,4.337924839079932,0.8387096774193549,0.05
degree-eigenvector,277,1,100,0.056363636363636366,5,6.322966733190751,4.337924839079932,0.8387096774193549,0.05
betweenness-closeness,619,1,100,0.056363636363636366,5,6.322966733190751,4.337924839079932,0.8387096774193549,0.05
betweenness-eigenvector,846,1,100,0.056363636363636366,5,6.322966733190751,4.337924839079932,0.8387096774193549,0.05
closeness-eigenvector,435,1,100,0.056363636363636366,5,6.322966733190751,4.337924839079932,0.8387096774193549,0.05
degree-betweenness,247,1,100,0.09333333333333334,4,10.253876357472828,5.286263007919712,0.7792207792207793,0.1
degree-closeness,153,1,100,0.09333333333333334,4,10.253876357472828,5.286263007919712,0.7792207792207793,0.1
degree-eigenvector,271,1,100,0.09333333333333334,4,10.253876357472828,5.286263007919712,0.7792207792207793,0.1
betweenness-closeness,569,1,100,0.09333333333333334,4,10.253876357472828,5.286263007919712,0.7792207792207793,0.1
betweenness-eigenvector,886,1,100,0.09333333333333334,4,10.253876357472828,5.286263007919712,0.7792207792207793,0.1
closeness-eigenvector,412,1,100,0.09333333333333334,4,10.253876357472828,5.286263007919712,0.7792207792207793,0.1
degree-betweenness,271,1,100,0.19575757575757574,3,19.986379408122538,7.323267208213926,0.6986584107327142,0.2
degree-closeness,86,1,100,0.19575757575757574,3,19.986379408122538,7.323267208213926,0.6986584107327142,0.2
degree-eigenvector,182,1,100,0.19575757575757574,3,19.986379408122538,7.323267208213926,0.6986584107327142,0.2
betweenness-closeness,418,1,100,0.19575757575757574,3,19.986379408122538,7.323267208213926,0.6986584107327142,0.2
betweenness-eigenvector,811,1,100,0.19575757575757574,3,19.986379408122538,7.323267208213926,0.6986584107327142,0.2
closeness-eigenvector,327,1,100,0.19575757575757574,3,19.986379408122538,7.323267208213926,0.6986584107327142,0.2
degree-betweenness,242,1,100,0.054747474747474746,6,6.340920598921426,4.4828027505267904,0.8191881918819188,0.05
degree-closeness,328,1,100,0.054747474747474746,6,6.340920598921426,4.4828027505267904,0.8191881918819188,0.05
degree-eigenvector,279,1,100,0.054747474747474746,6,6.340920598921426,4.4828027505267904,0.8191881918819188,0.05
betweenness-closeness,722,1,100,0.054747474747474746,6,6.340920598921426,4.4828027505267904,0.8191881918819188,0.05
betweenness-eigenvector,852,1,100,0.054747474747474746,6,6.340920598921426,4.4828027505267904,0.8191881918819188,0.05
closeness-eigenvector,389,1,100,0.054747474747474746,6,6.340920598921426,4.4828027505267904,0.8191881918819188,0.05
degree-betweenness,224,1,100,0.10585858585858586,4,11.342256460320671,5.781821619468187,0.7652671755725191,0.1
degree-closeness,258,1,100,0.10585858585858586,4,11.342256460320671,5.781821619468187,0.7652671755725191,0.1
degree-eigenvector,297,1,100,0.10585858585858586,4,11.342256460320671,5.781821619468187,0.7652671755725191,0.1
betweenness-closeness,599,1,100,0.10585858585858586,4,11.342256460320671,5.781821619468187,0.7652671755725191,0.1
betweenness-eigenvector,887,1,100,0.10585858585858586,4,11.342256460320671,5.781821619468187,0.7652671755725191,0.1
closeness-eigenvector,499,1,100,0.10585858585858586,4,11.342256460320671,5.781821619468187,0.7652671755725191,0.1
degree-betweenness,216,1,100,0.1921212121212121,3,19.809497137530347,6.962951161098591,0.6771819137749737,0.2
degree-closeness,126,1,100,0.1921212121212121,3,19.809497137530347,6.962951161098591,0.6771819137749737,0.2
degree-eigenvector,177,1,100,0.1921212121212121,3,19.809497137530347,6.962951161098591,0.6771819137749737,0.2
betweenness-closeness,449,1,100,0.1921212121212121,3,19.809497137530347,6.962951161098591,0.6771819137749737,0.2
betweenness-eigenvector,714,1,100,0.1921212121212121,3,19.809497137530347,6.962951161098591,0.6771819137749737,0.2
closeness-eigenvector,298,1,100,0.1921212121212121,3,19.809497137530347,6.962951161098591,0.6771819137749737,0.2
degree-betweenness,177,1,100,0.05090909090909091,5,6.013896379023389,4.4588316840797475,0.8134920634920635,0.05
degree-closeness,340,1,100,0.05090909090909091,5,6.013896379023389,4.4588316840797475,0.8134920634920635,0.05
degree-eigenvector,371,1,100,0.05090909090909091,5,6.013896379023389,4.4588316840797475,0.8134920634920635,0.05
betweenness-closeness,659,1,100,0.05090909090909091,5,6.013896379023389,4.4588316840797475,0.8134920634920635,0.05
betweenness-eigenvector,892,1,100,0.05090909090909091,5,6.013896379023389,4.4588316840797475,0.8134920634920635,0.05
closeness-eigenvector,441,1,100,0.05090909090909091,5,6.013896379023389,4.4588316840797475,0.8134920634920635,0.05
degree-betweenness,208,1,100,0.09494949494949495,4,10.138982884098471,5.54330231098578,0.7957446808510639,0.1
degree-closeness,261,1,100,0.09494949494949495,4,10.138982884098471,5.54330231098578,0.7957446808510639,0.1
degree-eigenvector,291,1,100,0.09494949494949495,4,10.138982884098471,5.54330231098578,0.7957446808510639,0.1
betweenness-closeness,706,1,100,0.09494949494949495,4,10.138982884098471,5.54330231098578,0.7957446808510639,0.1
betweenness-eigenvector,901,1,100,0.09494949494949495,4,10.138982884098471,5.54330231098578,0.7957446808510639,0.1
closeness-eigenvector,414,1,100,0.09494949494949495,4,10.138982884098471,5.54330231098578,0.7957446808510639,0.1
degree-betweenness,267,1,100,0.20343434343434344,3,21.021567217177072,7.437494912068199,0.6663356504468719,0.2
degree-closeness,55,1,100,0.20343434343434344,3,21.021567217177072,7.437494912068199,0.6663356504468719,0.2
degree-eigenvector,176,1,100,0.20343434343434344,3,21.021567217177072,7.437494912068199,0.6663356504468719,0.2
betweenness-closeness,373,1,100,0.20343434343434344,3,21.021567217177072,7.437494912068199,0.6663356504468719,0.2
betweenness-eigenvector,723,1,100,0.20343434343434344,3,21.021567217177072,7.437494912068199,0.6663356504468719,0.2
closeness-eigenvector,287,1,100,0.20343434343434344,3,21.021567217177072,7.437494912068199,0.6663356504468719,0.2
degree-betweenness,173,1,100,0.057777777777777775,5,6.701282211202075,4.446880904735906,0.8006993006993007,0.05
degree-closeness,253,1,100,0.057777777777777775,5,6.701282211202075,4.446880904735906,0.8006993006993007,0.05
degree-eigenvector,319,1,100,0.057777777777777775,5,6.701282211202075,4.446880904735906,0.8006993006993007,0.05
betweenness-closeness,604,1,100,0.057777777777777775,5,6.701282211202075,4.446880904735906,0.8006993006993007,0.05
betweenness-eigenvector,842,1,100,0.057777777777777775,5,6.701282211202075,4.446880904735906,0.8006993006993007,0.05
closeness-eigenvector,366,1,100,0.057777777777777775,5,6.701282211202075,4.446880904735906,0.8006993006993007,0.05
degree-betweenness,185,1,100,0.09676767676767677,4,10.427563419597353,5.614058589314363,0.7828810020876826,0.1
degree-closeness,264,1,100,0.09676767676767677,4,10.427563419597353,5.614058589314363,0.7828810020876826,0.1
degree-eigenvector,292,1,100,0.09676767676767677,4,10.427563419597353,5.614058589314363,0.7828810020876826,0.1
betweenness-closeness,600,1,100,0.09676767676767677,4,10.427563419597353,5.614058589314363,0.7828810020876826,0.1
betweenness-eigenvector,831,1,100,0.09676767676767677,4,10.427563419597353,5.614058589314363,0.7828810020876826,0.1
closeness-eigenvector,438,1,100,0.09676767676767677,4,10.427563419597353,5.614058589314363,0.7828810020876826,0.1
degree-betweenness,219,1,100,0.2103030303030303,3,21.592663531428858,7.21558919391982,0.6618635926993276,0.2
degree-closeness,25,1,100,0.2103030303030303,3,21.592663531428858,7.21558919391982,0.6618635926993276,0.2
degree-eigenvector,124,1,100,0.2103030303030303,3,21.592663531428858,7.21558919391982,0.6618635926993276,0.2
betweenness-closeness,297,1,100,0.2103030303030303,3,21.592663531428858,7.21558919391982,0.6618635926993276,0.2
betweenness-eigenvector,603,1,100,0.2103030303030303,3,21.592663531428858,7.21558919391982,0.6618635926993276,0.2
closeness-eigenvector,176,1,100,0.2103030303030303,3,21.592663531428858,7.21558919391982,0.6618635926993276,0.2
degree-betweenness,157,1,100,0.05373737373737374,5,6.2452601320426275,4.279175596537627,0.8045112781954887,0.05
degree-closeness,358,1,100,0.05373737373737374,5,6.2452601320426275,4.279175596537627,0.8045112781954887,0.05
degree-eigenvector,444,1,100,0.05373737373737374,5,6.2452601320426275,4.279175596537627,0.8045112781954887,0.05
betweenness-closeness,683,1,100,0.05373737373737374,5,6.2452601320426275,4.279175596537627,0.8045112781954887,0.05
betweenness-eigenvector,922,1,100,0.05373737373737374,5,6.2452601320426275,4.279175596537627,0.8045112781954887,0.05
closeness-eigenvector,423,1,100,0.05373737373737374,5,6.2452601320426275,4.279175596537627,0.8045112781954887,0.05
degree-betweenness,309,1,100,0.10282828282828282,4,11.422105108830511,5.727530300826615,0.7406679764243614,0.1
degree-closeness,272,1,100,0.10282828282828282,4,11.422105108830511,5.727530300826615,0.7406679764243614,0.1
degree-eigenvector,366,1,100,0.10282828282828282,4,11.422105108830511,5.727530300826615,0.7406679764243614,0.1
betweenness-closeness,633,1,100,0.10282828282828282,4,11.422105108830511,5.727530300826615,0.7406679764243614,0.1
betweenness-eigenvector,988,1,100,0.10282828282828282,4,11.422105108830511,5.727530300826615,0.7406679764243614,0.1
closeness-eigenvector,492,1,100,0.10282828282828282,4,11.422105108830511,5.727530300826615,0.7406679764243614,0.1
degree-betweenness,295,1,100,0.19171717171717173,3,19.792721111344008,7.2405959450843635,0.6828240252897787,0.2
degree-closeness,138,1,100,0.19171717171717173,3,19.792721111344008,7.2405959450843635,0.6828240252897787,0.2
degree-eigenvector,181,1,100,0.19171717171717173,3,19.792721111344008,7.2405959450843635,0.6828240252897787,0.2
betweenness-closeness,400,1,100,0.19171717171717173,3,19.792721111344008,7.2405959450843635,0.6828240252897787,0.2
betweenness-eigenvector,756,1,100,0.19171717171717173,3,19.792721111344008,7.2405959450843635,0.6828240252897787,0.2
closeness-eigenvector,396,1,100,0.19171717171717173,3,19.792721111344008,7.2405959450843635,0.6828240252897787,0.2
degree-betweenness,269,1,100,0.0496969696969697,6,6.211481245199796,4.313132220676417,0.7886178861788617,0.05
degree-closeness,376,1,100,0.0496969696969697,6,6.211481245199796,4.313132220676417,0.7886178861788617,0.05
degree-eigenvector,504,1,100,0.0496969696969697,6,6.211481245199796,4.313132220676417,0.7886178861788617,0.05
betweenness-closeness,686,1,100,0.0496969696969697,6,6.211481245199796,4.313132220676417,0.7886178861788617,0.05
betweenness-eigenvector,1070,1,100,0.0496969696969697,6,6.211481245199796,4.313132220676417,0.7886178861788617,0.05
closeness-eigenvector,474,1,100,0.0496969696969697,6,6.211481245199796,4.313132220676417,0.7886178861788617,0.05
degree-betweenness,110,1,100,0.09252525252525252,4,9.999969790124672,5.611824843600109,0.7838427947598253,0.1
degree-closeness,246,1,100,0.09252525252525252,4,9.999969790124672,5.611824843600109,0.7838427947598253,0.1
degree-eigenvector,228,1,100,0.09252525252525252,4,9.999969790124672,5.611824843600109,0.7838427947598253,0.1
betweenness-closeness,568,1,100,0.09252525252525252,4,9.999969790124672,5.611824843600109,0.7838427947598253,0.1
betweenness-eigenvector,685,1,100,0.09252525252525252,4,9.999969790124672,5.611824843600109,0.7838427947598253,0.1
closeness-eigenvector,337,1,100,0.09252525252525252,4,9.999969790124672,5.611824843600109,0.7838427947598253,0.1
degree-betweenness,301,1,100,0.1987878787878788,3,20.357890449599918,7.96800902264134,0.6808943089430894,0.2
degree-closeness,101,1,100,0.1987878787878788,3,20.357890449599918,7.96800902264134,0.6808943089430894,0.2
degree-eigenvector,178,1,100,0.1987878787878788,3,20.357890449599918,7.96800902264134,0.6808943089430894,0.2
betweenness-closeness,450,1,100,0.1987878787878788,3,20.357890449599918,7.96800902264134,0.6808943089430894,0.2
betweenness-eigenvector,787,1,100,0.1987878787878788,3,20.357890449599918,7.96800902264134,0.6808943089430894,0.2
closeness-eigenvector,286,1,100,0.1987878787878788,3,20.357890449599918,7.96800902264134,0.6808943089430894,0.2
degree-betweenness,214,1,100,0.05393939393939394,6,6.4481691845419995,4.374980416502426,0.8239700374531835,0.05
degree-closeness,228,1,100,0.05393939393939394,6,6.4481691845419995,4.374980416502426,0.8239700374531835,0.05
degree-eigenvector,259,1,100,0.05393939393939394,6,6.4481691845419995,4.374980416502426,0.8239700374531835,0.05
betweenness-closeness,580,1,100,0.05393939393939394,6,6.4481691845419995,4.374980416502426,0.8239700374531835,0.05
betweenness-eigenvector,799,1,100,0.05393939393939394,6,6.4481691845419995,4.374980416502426,0.8239700374531835,0.05
closeness-eigenvector,405,1,100,0.05393939393939394,6,6.4481691845419995,4.374980416502426,0.8239700374531835,0.05
degree-betweenness,157,1,100,0.10121212121212121,4,10.623330593213634,5.528708053326659,0.7884231536926147,0.1
degree-closeness,279,1,100,0.10121212121212121,4,10.623330593213634,5.528708053326659,0.7884231536926147,0.1
degree-eigenvector,233,1,100,0.10121212121212121,4,10.623330593213634,5.528708053326659,0.7884231536926147,0.1
betweenness-closeness,668,1,100,0.10121212121212121,4,10.623330593213634,5.528708053326659,0.7884231536926147,0.1
betweenness-eigenvector,815,1,100,0.10121212121212121,4,10.623330593213634,5.528708053326659,0.7884231536926147,0.1
closeness-eigenvector,406,1,100,0.10121212121212121,4,10.623330593213634,5.528708053326659,0.7884231536926147,0.1
degree-betweenness,279,1,100,0.1995959595959596,3,20.555139493868154,7.369881191874878,0.6740890688259109,0.2
degree-closeness,82,1,100,0.1995959595959596,3,20.555139493868154,7.369881191874878,0.6740890688259109,0.2
degree-eigenvector,162,1,100,0.1995959595959596,3,20.555139493868154,7.369881191874878,0.6740890688259109,0.2
betweenness-closeness,402,1,100,0.1995959595959596,3,20.555139493868154,7.369881191874878,0.6740890688259109,0.2
betweenness-eigenvector,718,1,100,0.1995959595959596,3,20.555139493868154,7.369881191874878,0.6740890688259109,0.2
closeness-eigenvector,273,1,100,0.1995959595959596,3,20.555139493868154,7.369881191874878,0.6740890688259109,0.2
degree-betweenness,148,1,100,0.045858585858585856,6,5.390850463614125,4.294112964355247,0.8325991189427313,0.05
degree-closeness,231,1,100,0.045858585858585856,6,5.390850463614125,4.294112964355247,0.8325991189427313,0.05
degree-eigenvector,394,1,100,0.045858585858585856,6,5.390850463614125,4.294112964355247,0.8325991189427313,0.05
betweenness-closeness,644,1,100,0.045858585858585856,6,5.390850463614125,4.294112964355247,0.8325991189427313,0.05
betweenness-eigenvector,969,1,100,0.045858585858585856,6,5.390850463614125,4.294112964355247,0.8325991189427313,0.05
closeness-eigenvector,486,1,100,0.045858585858585856,6,5.390850463614125,4.294112964355247,0.8325991189427313,0.05
degree-betweenness,186,1,100,0.10767676767676768,4,11.653179100413718,6.029988881811806,0.7467166979362101,0.1
degree-closeness,262,1,100,0.10767676767676768,4,11.653179100413718,6.029988881811806,0.7467166979362101,0.1
degree-eigenvector,277,1,100,0.10767676767676768,4,11.653179100413718,6.029988881811806,0.7467166979362101,0.1
betweenness-closeness,582,1,100,0.10767676767676768,4,11.653179100413718,6.029988881811806,0.7467166979362101,0.1
betweenness-eigenvector,778,1,100,0.10767676767676768,4,11.653179100413718,6.029988881811806,0.7467166979362101,0.1
closeness-eigenvector,427,1,100,0.10767676767676768,4,11.653179100413718,6.029988881811806,0.7467166979362101,0.1
degree-betweenness,289,1,100,0.21898989898989898,3,22.390092437895756,7.786669627510319,0.665129151291513,0.2
degree-closeness,22,1,100,0.21898989898989898,3,22.390092437895756,7.786669627510319,0.665129151291513,0.2
degree-eigenvector,135,1,100,0.21898989898989898,3,22.390092437895756,7.786669627510319,0.665129151291513,0.2
betweenness-closeness,329,1,100,0.21898989898989898,3,22.390092437895756,7.786669627510319,0.665129151291513,0.2
betweenness-eigenvector,694,1,100,0.21898989898989898,3,22.390092437895756,7.786669627510319,0.665129151291513,0.2
closeness-eigenvector,219,1,100,0.21898989898989898,3,22.390092437895756,7.786669627510319,0.665129151291513,0.2
degree-betweenness,268,1,100,0.048484848484848485,7,5.7962324858484475,4.2551739692428345,0.825,0.05
degree-closeness,288,1,100,0.048484848484848485,7,5.7962324858484475,4.2551739692428345,0.825,0.05
degree-eigenvector,392,1,100,0.048484848484848485,7,5.7962324858484475,4.2551739692428345,0.825,0.05
betweenness-closeness,826,1,100,0.048484848484848485,7,5.7962324858484475,4.2551739692428345,0.825,0.05
betweenness-eigenvector,1115,1,100,0.048484848484848485,7,5.7962324858484475,4.2551739692428345,0.825,0.05
closeness-eigenvector,457,1,100,0.048484848484848485,7,5.7962324858484475,4.2551739692428345,0.825,0.05
degree-betweenness,239,1,100,0.10121212121212121,4,10.869110473958418,5.6012835742493365,0.7724550898203593,0.1
degree-closeness,260,1,100,0.10121212121212121,4,10.869110473958418,5.6012835742493365,0.7724550898203593,0.1
degree-eigenvector,248,1,100,0.10121212121212121,4,10.869110473958418,5.6012835742493365,0.7724550898203593,0.1
betweenness-closeness,640,1,100,0.10121212121212121,4,10.869110473958418,5.6012835742493365,0.7724550898203593,0.1
betweenness-eigenvector,882,1,100,0.10121212121212121,4,10.869110473958418,5.6012835742493365,0.7724550898203593,0.1
closeness-eigenvector,488,1,100,0.10121212121212121,4,10.869110473958418,5.6012835742493365,0.7724550898203593,0.1
degree-betweenness,202,1,100,0.1995959595959596,3,20.42571883404823,7.539008237741921,0.6852226720647774,0.2
degree-closeness,97,1,100,0.1995959595959596,3,20.42571883404823,7.539008237741921,0.6852226720647774,0.2
degree-eigenvector,129,1,100,0.1995959595959596,3,20.42571883404823,7.539008237741921,0.6852226720647774,0.2
betweenness-closeness,409,1,100,0.1995959595959596,3,20.42571883404823,7.539008237741921,0.6852226720647774,0.2
betweenness-eigenvector,628,1,100,0.1995959595959596,3,20.42571883404823,7.539008237741921,0.6852226720647774,0.2
closeness-eigenvector,196,1,100,0.1995959595959596,3,20.42571883404823,7.539008237741921,0.6852226720647774,0.2
degree-betweenness,210,1,100,0.048484848484848485,7,5.726682863572069,4.497953018319848,0.825,0.05
degree-closeness,326,1,100,0.048484848484848485,7,5.726682863572069,4.497953018319848,0.825,0.05
degree-eigenvector,252,1,100,0.048484848484848485,7,5.726682863572069,4.497953018319848,0.825,0.05
betweenness-closeness,611,1,100,0.048484848484848485,7,5.726682863572069,4.497953018319848,0.825,0.05
betweenness-eigenvector,767,1,100,0.048484848484848485,7,5.726682863572069,4.497953018319848,0.825,0.05
closeness-eigenvector,470,1,100,0.048484848484848485,7,5.726682863572069,4.497953018319848,0.825,0.05
degree-betweenness,202,1,100,0.09656565656565658,4,10.425831630409887,5.425661846696568,0.7887029288702929,0.1
degree-closeness,161,1,100,0.09656565656565658,4,10.425831630409887,5.425661846696568,0.7887029288702929,0.1
degree-eigenvector,208,1,100,0.09656565656565658,4,10.425831630409887,5.425661846696568,0.7887029288702929,0.1
betweenness-closeness,508,1,100,0.09656565656565658,4,10.425831630409887,5.425661846696568,0.7887029288702929,0.1
betweenness-eigenvector,770,1,100,0.09656565656565658,4,10.425831630409887,5.425661846696568,0.7887029288702929,0.1
closeness-eigenvector,389,1,100,0.09656565656565658,4,10.425831630409887,5.425661846696568,0.7887029288702929,0.1
degree-betweenness,304,1,100,0.19818181818181818,3,20.45791094389566,7.441350571060305,0.6839959225280327,0.2
degree-closeness,133,1,100,0.19818181818181818,3,20.45791094389566,7.441350571060305,0.6839959225280327,0.2
degree-eigenvector,191,1,100,0.19818181818181818,3,20.45791094389566,7.441350571060305,0.6839959225280327,0.2
betweenness-closeness,447,1,100,0.19818181818181818,3,20.45791094389566,7.441350571060305,0.6839959225280327,0.2
betweenness-eigenvector,807,1,100,0.19818181818181818,3,20.45791094389566,7.441350571060305,0.6839959225280327,0.2
closeness-eigenvector,365,1,100,0.19818181818181818,3,20.45791094389566,7.441350571060305,0.6839959225280327,0.2
degree-betweenness,255,1,100,0.047474747474747475,6,5.773220675772652,4.043575664555137,0.825531914893617,0.05
degree-closeness,272,1,100,0.047474747474747475,6,5.773220675772652,4.043575664555137,0.825531914893617,0.05
degree-eigenvector,336,1,100,0.047474747474747475,6,5.773220675772652,4.043575664555137,0.825531914893617,0.05
betweenness-closeness,737,1,100,0.047474747474747475,6,5.773220675772652,4.043575664555137,0.825531914893617,0.05
betweenness-eigenvector,950,1,100,0.047474747474747475,6,5.773220675772652,4.043575664555137,0.825531914893617,0.05
closeness-eigenvector,317,1,100,0.047474747474747475,6,5.773220675772652,4.043575664555137,0.825531914893617,0.05
degree-betweenness,163,1,100,0.09797979797979797,4,10.806670773214645,5.366041401682975,0.7484536082474227,0.1
degree-closeness,221,1,100,0.09797979797979797,4,10.806670773214645,5.366041401682975,0.7484536082474227,0.1
degree-eigenvector,240,1,100,0.09797979797979797,4,10.806670773214645,5.366041401682975,0.7484536082474227,0.1
betweenness-closeness,526,1,100,0.09797979797979797,4,10.806670773214645,5.366041401682975,0.7484536082474227,0.1
betweenness-eigenvector,732,1,100,0.09797979797979797,4,10.806670773214645,5.366041401682975,0.7484536082474227,0.1
closeness-eigenvector,395,1,100,0.09797979797979797,4,10.806670773214645,5.366041401682975,0.7484536082474227,0.1
degree-betweenness,189,1,100,0.19818181818181818,3,20.406809426942246,7.6466231171692725,0.6799184505606524,0.2
degree-closeness,98,1,100,0.19818181818181818,3,20.406809426942246,7.6466231171692725,0.6799184505606524,0.2
degree-eigenvector,121,1,100,0.19818181818181818,3,20.406809426942246,7.6466231171692725,0.6799184505606524,0.2
betweenness-closeness,320,1,100,0.19818181818181818,3,20.406809426942246,7.6466231171692725,0.6799184505606524,0.2
betweenness-eigenvector,591,1,100,0.19818181818181818,3,20.406809426942246,7.6466231171692725,0.6799184505606524,0.2
closeness-eigenvector,290,1,100,0.19818181818181818,3,20.406809426942246,7.6466231171692725,0.6799184505606524,0.2
degree-betweenness,140,1,100,0.05111111111111111,6,5.955780697990356,4.35318402881394,0.8181818181818182,0.05
degree-closeness,387,1,100,0.05111111111111111,6,5.955780697990356,4.35318402881394,0.8181818181818182,0.05
degree-eigenvector,422,1,100,0.05111111111111111,6,5.955780697990356,4.35318402881394,0.8181818181818182,0.05
betweenness-closeness,705,1,100,0.05111111111111111,6,5.955780697990356,4.35318402881394,0.8181818181818182,0.05
betweenness-eigenvector,961,1,100,0.05111111111111111,6,5.955780697990356,4.35318402881394,0.8181818181818182,0.05
closeness-eigenvector,498,1,100,0.05111111111111111,6,5.955780697990356,4.35318402881394,0.8181818181818182,0.05
degree-betweenness,207,1,100,0.10505050505050506,4,11.377601944295519,5.652352974028876,0.7596153846153846,0.1
degree-closeness,236,1,100,0.10505050505050506,4,11.377601944295519,5.652352974028876,0.7596153846153846,0.1
degree-eigenvector,254,1,100,0.10505050505050506,4,11.377601944295519,5.652352974028876,0.7596153846153846,0.1
betweenness-closeness,567,1,100,0.10505050505050506,4,11.377601944295519,5.652352974028876,0.7596153846153846,0.1
betweenness-eigenvector,776,1,100,0.10505050505050506,4,11.377601944295519,5.652352974028876,0.7596153846153846,0.1
closeness-eigenvector,403,1,100,0.10505050505050506,4,11.377601944295519,5.652352974028876,0.7596153846153846,0.1
degree-betweenness,198,1,100,0.19313131313131315,3,19.878099519516347,7.369637467637797,0.6799163179916318,0.2
